"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","RGB2_Plant_AREA_MM","RGB2_Plant_PERIMETER_MM","RGB2_Plant_COMPACTNESS","RGB2_Plant_SOL"
"9/11/2023",31,"L7_C_1","L7","Control","RGB2",7532.486171,2682.319564,0.09694691,213.0919068
"9/11/2023",31,"L4_D_2","L4","Drought","RGB2",13349.75824,3462.07233,0.122353118,199.7485967
"9/11/2023",31,"L6_C_3","L6","Control","RGB2",7699.206556,2677.632484,0.133836463,204.3453335
"9/11/2023",31,"L8_C_3","L8","Control","RGB2",15380.24764,3734.449933,0.131628895,276.6625008
"9/11/2023",31,"L6_D_17","L6","Drought","RGB2",8356.110708,2830.199046,0.132013109,224.7530806
"9/11/2023",31,"L3_D_3","L3","Drought","RGB2",14311.595,4513.298952,0.102250923,321.1939768
"9/11/2023",31,"L6_C_15","L6","Control","RGB2",6097.558276,2292.378995,0.070698359,165.303754
"9/11/2023",31,"L4_C_8","L4","Control","RGB2",9987.568544,3166.118388,0.120758211,221.2541073
"9/11/2023",31,"L1_C_5","L1","Control","RGB2",10173.23872,3197.240779,0.112527798,313.0490617
"9/11/2023",31,"L5_C_2","L5","Control","RGB2",15269.57465,3660.631143,0.096025175,327.1843031
"9/11/2023",31,"L9_C_15","L9","Control","RGB2",7703.855753,3084.732218,0.083096483,242.2058609
"9/11/2023",31,"L8_D_11","L8","Drought","RGB2",12293.29665,3371.895117,0.085595029,250.4396454
"9/11/2023",31,"L9_C_9","L9","Control","RGB2",14218.61433,3454.627981,0.108387278,339.7006844
"9/11/2023",31,"L7_C_17","L7","Control","RGB2",10900.86222,3080.301173,0.100275472,248.6271027
"9/11/2023",31,"L4_D_3","L4","Drought","RGB2",13241.38556,3098.364797,0.149589496,236.6565481
"9/11/2023",31,"L4_C_4","L4","Control","RGB2",11676.59066,3754.888518,0.084066144,272.3977141
"9/11/2023",31,"L7_C_8","L7","Control","RGB2",6631.713093,1815.651514,0.13837152,188.2464928
"9/11/2023",31,"L2_C_8","L2","Control","RGB2",12851.60674,4124.462886,0.113902223,331.4114215
"9/11/2023",31,"L1_C_15","L1","Control","RGB2",11556.12548,3110.064531,0.125620216,212.7249707
"9/11/2023",31,"L8_D_5","L8","Drought","RGB2",13522.51738,3655.965717,0.13723035,261.2296055
"9/11/2023",31,"L7_C_5","L7","Control","RGB2",16373.82155,4479.738565,0.105873705,408.8668547
"9/11/2023",31,"L3_D_5","L3","Drought","RGB2",12877.48849,3410.821533,0.132701975,277.4578418
"9/11/2023",31,"L2_D_5","L2","Drought","RGB2",9000.996385,3137.859214,0.097264296,238.1820538
"9/11/2023",31,"L5_C_3","L5","Control","RGB2",19443.81198,5324.511175,0.131061152,337.9107494
"9/11/2023",31,"L7_C_6","L7","Control","RGB2",8476.989824,2536.281084,0.122672666,227.9302663
"9/11/2023",31,"L6_D_16","L6","Drought","RGB2",10858.25623,3012.011105,0.093099329,289.9544151
"9/11/2023",31,"L7_C_4","L7","Control","RGB2",5783.637838,2122.117783,0.085626274,211.3564617
"9/11/2023",31,"L9_C_20","L9","Control","RGB2",12844.49995,3907.354173,0.124780979,302.7784591
"9/11/2023",31,"L1_C_8","L1","Control","RGB2",15000.49657,3354.558435,0.096340129,185.4156791
"9/11/2023",31,"L7_D_6","L7","Drought","RGB2",3867.006626,1946.090055,0.090045223,186.1538462
"9/11/2023",31,"L9_D_16","L9","Drought","RGB2",8345.239356,2709.127089,0.074012353,191.4685205
"9/11/2023",31,"L5_D_4","L5","Drought","RGB2",8547.000431,2706.126373,0.098419816,211.6256689
"9/11/2023",31,"L8_C_2","L8","Control","RGB2",8777.136496,3189.67205,0.086037014,261.5038481
"9/11/2023",31,"L9_D_14","L9","Drought","RGB2",13043.86844,3379.119936,0.091560564,325.4728853
"9/11/2023",31,"L9_D_19","L9","Drought","RGB2",8807.204646,2904.356512,0.086904782,220.6720748
"9/11/2023",31,"L2_D_6","L2","Drought","RGB2",6845.668729,2583.51375,0.096823168,198.5779718
"9/11/2023",31,"L8_D_10","L8","Drought","RGB2",10722.68859,3064.090014,0.102621416,265.6357886
"9/11/2023",31,"L1_C_10","L1","Control","RGB2",7130.910624,2332.036508,0.165961753,203.0435099
"9/11/2023",31,"L1_D_6","L1","Drought","RGB2",11590.28474,3839.730639,0.094902305,244.903394
"9/11/2023",31,"L7_C_16","L7","Control","RGB2",8176.979892,2692.341636,0.095136957,207.789846
"9/11/2023",31,"L1_C_18","L1","Control","RGB2",5751.603342,1888.535958,0.117839873,206.4763682
"9/11/2023",31,"L6_C_6","L6","Control","RGB2",12742.21762,3734.973795,0.110376727,299.9664002
"9/11/2023",31,"L6_C_14","L6","Control","RGB2",13581.92559,4005.026432,0.072731874,331.5094333
"9/11/2023",31,"L9_C_11","L9","Control","RGB2",12182.13758,3771.088837,0.127677705,283.3525893
"9/11/2023",31,"L8_D_1","L8","Drought","RGB2",9570.240418,2691.568284,0.111998502,248.2991519
"9/11/2023",31,"L7_C_11","L7","Control","RGB2",9636.226585,2984.320756,0.102207823,224.2155789
"9/11/2023",31,"L9_D_20","L9","Drought","RGB2",12124.83846,4093.70259,0.110571491,289.2275674
"9/11/2023",31,"L1_D_1","L1","Drought","RGB2",15932.15833,3995.744275,0.095948857,251.3604248
"9/11/2023",31,"L9_D_12","L9","Drought","RGB2",8059.172387,2294.069231,0.100295903,182.0112409
"9/11/2023",31,"L5_C_6","L5","Control","RGB2",15194.69997,3470.39419,0.112074181,246.5195885
"9/11/2023",31,"L7_D_15","L7","Drought","RGB2",4404.566955,1986.76555,0.073348848,172.3242371
"9/11/2023",31,"L5_D_6","L5","Drought","RGB2",16154.49609,4692.587318,0.07968713,316.838928
"9/11/2023",31,"L4_C_3","L4","Control","RGB2",16782.51632,4071.931437,0.111633167,293.7721266
"9/11/2023",31,"L9_D_11","L9","Drought","RGB2",9428.05072,3009.341779,0.103827828,197.9546446
"9/11/2023",31,"L7_C_14","L7","Control","RGB2",12501.69006,3835.14964,0.101654134,318.828353
"9/11/2023",31,"L2_C_9","L2","Control","RGB2",10812.39074,3476.970404,0.121068475,262.3940839
"9/11/2023",31,"L8_D_19","L8","Drought","RGB2",8796.487852,3071.067249,0.095682543,248.4677149
"9/11/2023",31,"L6_C_4","L6","Control","RGB2",10673.18832,3517.312927,0.082986996,324.6618495
"9/11/2023",31,"L1_C_16","L1","Control","RGB2",18552.75636,2898.974714,0.158126232,191.0278822
"9/11/2023",31,"L8_C_12","L8","Control","RGB2",16068.61885,5226.320823,0.089066902,366.2895406
"9/11/2023",31,"L8_D_2","L8","Drought","RGB2",10057.21156,2547.290564,0.094876323,180.6711184
"9/11/2023",31,"L8_D_14","L8","Drought","RGB2",9278.20965,3458.677291,0.07353596,263.2095135
"9/11/2023",31,"L8_C_9","L8","Control","RGB2",14777.33512,4468.608278,0.075214784,299.6953862
"9/11/2023",31,"L7_D_13","L7","Drought","RGB2",8321.788697,3259.921123,0.095171818,254.0442341
"9/11/2023",31,"L2_D_1","L2","Drought","RGB2",10759.47194,3254.51695,0.106731324,233.0243884
"9/11/2023",31,"L9_C_17","L9","Control","RGB2",8049.455827,2581.281458,0.134143757,169.4939023
"9/11/2023",31,"L8_D_7","L8","Drought","RGB2",12734.12395,3830.899417,0.087403407,251.2603963
"9/11/2023",31,"L6_D_14","L6","Drought","RGB2",10899.87722,4081.914525,0.097220315,354.7882478
"9/11/2023",31,"L7_D_18","L7","Drought","RGB2",10139.94522,3458.224627,0.088100154,317.5458901
"9/11/2023",31,"L1_C_7","L1","Control","RGB2",13631.85509,3829.45124,0.106947839,278.5898426
"9/11/2023",31,"L6_C_8","L6","Control","RGB2",10945.92986,3047.833316,0.116460108,233.7756559
"9/11/2023",31,"L1_C_13","L1","Control","RGB2",25310.54532,4749.773534,0.117251115,265.9161031
"9/11/2023",31,"L1_C_6","L1","Control","RGB2",9238.73424,2780.441816,0.117350893,172.331168
"9/11/2023",31,"L8_D_20","L8","Drought","RGB2",9516.227773,3178.108573,0.130284659,206.0064266
"9/11/2023",31,"L7_D_5","L7","Drought","RGB2",11995.97843,4163.195702,0.073220146,342.6837279
"9/11/2023",31,"L1_C_17","L1","Control","RGB2",15057.292,4057.217831,0.091595835,229.8403184
"9/11/2023",31,"L9_D_9","L9","Drought","RGB2",7382.240731,3175.462534,0.087775034,290.9102006
"9/11/2023",31,"L3_D_2","L3","Drought","RGB2",11895.65359,3486.831769,0.109869625,253.8175162
"9/11/2023",31,"L9_C_6","L9","Control","RGB2",14469.6731,4229.203935,0.135547301,332.6593459
"9/11/2023",31,"L6_D_5","L6","Drought","RGB2",7954.631625,3038.489685,0.087092921,244.7386422
"9/11/2023",31,"L6_D_15","L6","Drought","RGB2",13209.56219,4560.77001,0.100041321,404.8151323
"9/11/2023",31,"L9_D_4","L9","Drought","RGB2",11197.4785,2772.79644,0.104637267,193.895207
"9/11/2023",31,"L9_C_8","L9","Control","RGB2",11344.22714,4080.108431,0.086882819,326.7202706
"9/11/2023",31,"L2_C_4","L2","Control","RGB2",9757.023081,3176.036502,0.12187848,238.583345
"9/11/2023",31,"L7_D_20","L7","Drought","RGB2",4901.487481,2102.428146,0.115435948,183.6027293
"9/11/2023",31,"L1_C_20","L1","Control","RGB2",13379.56076,3576.837519,0.0863872,275.8233994
"9/11/2023",31,"L8_C_1","L8","Control","RGB2",9772.055297,2769.190651,0.086620927,188.5954219
"9/11/2023",31,"L4_D_7","L4","Drought","RGB2",11978.51849,3431.102611,0.124299029,246.4156627
"9/11/2023",31,"L3_C_5","L3","Control","RGB2",15370.24445,3912.326662,0.113436842,211.6039376
"9/11/2023",31,"L7_C_19","L7","Control","RGB2",10752.00019,3620.166777,0.130177351,259.9413325
"9/11/2023",31,"L9_D_15","L9","Drought","RGB2",8118.317969,2927.572743,0.119590528,226.1225535
"9/11/2023",31,"L7_D_19","L7","Drought","RGB2",6973.192766,2613.105949,0.086350302,224.9599178
"9/11/2023",31,"L2_D_2","L2","Drought","RGB2",6592.694428,1971.079368,0.215207257,172.5854857
"9/11/2023",31,"L9_C_7","L9","Control","RGB2",14589.32987,4402.627805,0.109619118,297.3273086
"9/11/2023",31,"L6_C_9","L6","Control","RGB2",10134.22959,2644.157917,0.132744506,250.9758611
"9/11/2023",31,"L6_C_10","L6","Control","RGB2",9186.293392,2514.312876,0.126038575,182.8935121
"9/11/2023",31,"L1_D_14","L1","Drought","RGB2",13190.19238,3975.530067,0.079100916,299.0228354
"9/11/2023",31,"L6_C_5","L6","Control","RGB2",5471.37233,2046.264847,0.116681101,163.3441275
"9/11/2023",31,"L1_D_18","L1","Drought","RGB2",12185.70985,4234.290361,0.08785304,325.7908185
"9/11/2023",31,"L1_D_5","L1","Drought","RGB2",17682.56811,3840.482375,0.180314325,218.5908654
"9/11/2023",31,"L6_D_1","L6","Drought","RGB2",6869.67386,2557.883582,0.146147678,204.8131061
"9/11/2023",31,"L8_C_11","L8","Control","RGB2",15646.73491,4654.014807,0.10437919,358.1843637
"9/11/2023",31,"L3_C_6","L3","Control","RGB2",19201.44819,4845.442439,0.103828231,295.2703732
"9/11/2023",31,"L1_C_1","L1","Control","RGB2",12576.48743,3812.436933,0.139100752,290.504398
"9/11/2023",31,"L1_D_4","L1","Drought","RGB2",11117.17399,4198.784541,0.130456435,307.2198787
"9/11/2023",31,"L1_C_4","L1","Control","RGB2",14465.35372,3656.639648,0.103031122,236.1976413
"9/11/2023",31,"L3_C_9","L3","Control","RGB2",15322.01549,4636.01553,0.062040212,330.3798786
"9/11/2023",31,"L8_D_4","L8","Drought","RGB2",9910.993538,3568.500321,0.095350982,244.0733444
"9/11/2023",31,"L4_C_1","L4","Control","RGB2",15950.02663,4011.350119,0.096744763,258.4880577
"9/11/2023",31,"L2_C_5","L2","Control","RGB2",12453.34393,3647.12535,0.11884392,323.2804837
"9/11/2023",31,"L2_C_6","L2","Control","RGB2",14157.89803,3438.465468,0.141739484,328.4999131
"9/11/2023",31,"L1_D_15","L1","Drought","RGB2",10220.4386,3817.640526,0.113087961,305.9487042
"9/11/2023",31,"L1_C_2","L1","Control","RGB2",21534.49385,4396.821263,0.146446745,268.6506952
"9/11/2023",31,"L7_C_20","L7","Control","RGB2",7647.108204,2600.270088,0.09098689,160.1825513
"9/11/2023",31,"L6_D_11","L6","Drought","RGB2",8991.819293,2869.30343,0.126336584,227.5403
"9/11/2023",31,"L7_D_4","L7","Drought","RGB2",10827.24961,3510.52581,0.089012749,278.6102116
"9/11/2023",31,"L5_D_9","L5","Drought","RGB2",9356.047417,3403.152029,0.092796465,266.3374315
"9/11/2023",31,"L7_C_15","L7","Control","RGB2",8001.267603,2840.313551,0.136748821,256.2187511
"9/11/2023",31,"L8_D_9","L8","Drought","RGB2",10813.86176,3940.952264,0.067735555,286.9488762
"9/11/2023",31,"L6_D_13","L6","Drought","RGB2",9871.612107,3067.321206,0.115973879,208.1030585
"9/11/2023",31,"L3_C_7","L3","Control","RGB2",20140.14343,5401.305479,0.100552027,408.3957843
"9/11/2023",31,"L7_D_12","L7","Drought","RGB2",8183.915875,2730.142029,0.151882957,213.3955372
"9/11/2023",31,"L7_D_11","L7","Drought","RGB2",8573.488879,2868.855861,0.114360775,232.2001393
"9/11/2023",31,"L6_C_1","L6","Control","RGB2",9737.412989,3178.743354,0.144062455,223.1172959
"9/11/2023",31,"L8_C_16","L8","Control","RGB2",14161.3152,4688.649671,0.078814623,317.6732085
"9/11/2023",31,"L4_C_6","L4","Control","RGB2",13431.33683,3956.810901,0.092429746,280.7880958
"9/11/2023",31,"L9_D_6","L9","Drought","RGB2",7593.779183,2588.533064,0.099353257,167.7297511
"9/11/2023",31,"L9_D_1","L9","Drought","RGB2",9535.776013,3060.765362,0.092199238,193.1412757
"9/11/2023",31,"L3_C_2","L3","Control","RGB2",10634.00566,3287.907799,0.105608768,215.0142308
"9/11/2023",31,"L2_D_8","L2","Drought","RGB2",10593.60501,3505.230663,0.100111778,256.6434454
"9/11/2023",31,"L6_C_2","L6","Control","RGB2",7614.563827,2046.508241,0.138598583,185.5007722
"9/11/2023",31,"L7_C_7","L7","Control","RGB2",10623.56137,3614.641484,0.103571507,259.5395705
"9/11/2023",31,"L8_C_15","L8","Control","RGB2",12722.66364,4559.001012,0.066068062,328.9162314
"9/11/2023",31,"L6_D_18","L6","Drought","RGB2",11156.4313,3829.355138,0.105816071,284.3983061
"9/11/2023",31,"L5_C_4","L5","Control","RGB2",25144.45781,5714.179833,0.120566788,374.5065863
"9/11/2023",31,"L7_D_2","L7","Drought","RGB2",7581.047681,2648.953985,0.135141671,252.5630279
"9/11/2023",31,"L3_D_9","L3","Drought","RGB2",15359.73861,4267.687541,0.100785805,290.8029453
"9/11/2023",31,"L8_C_13","L8","Control","RGB2",10614.13849,3207.308033,0.075439591,274.0962789
"9/11/2023",31,"L7_C_3","L7","Control","RGB2",10828.10632,3484.893633,0.091902571,244.6803996
"9/11/2023",31,"L8_C_8","L8","Control","RGB2",16291.02372,3262.708202,0.10554951,211.6468124
"9/11/2023",31,"L7_D_9","L7","Drought","RGB2",10633.51511,3889.626979,0.103481099,283.1453159
"9/11/2023",31,"L8_C_14","L8","Control","RGB2",14702.42317,3360.129102,0.106198639,216.0065718
"9/11/2023",31,"L5_C_8","L5","Control","RGB2",14465.83894,4141.553216,0.088065351,313.7264486
"9/11/2023",31,"L9_D_7","L9","Drought","RGB2",10185.02266,3709.962122,0.082483314,289.4238897
"9/11/2023",31,"L9_D_3","L9","Drought","RGB2",8498.184691,2662.916954,0.111156024,277.3879127
"9/11/2023",31,"L3_D_7","L3","Drought","RGB2",18846.41199,5803.925595,0.075260829,387.0610111
"9/11/2023",31,"L7_D_17","L7","Drought","RGB2",3785.075895,1490.355616,0.095098683,142.5054698
"9/11/2023",31,"L7_C_18","L7","Control","RGB2",9093.33959,3332.13077,0.114713121,239.6296394
"9/11/2023",31,"L2_D_3","L2","Drought","RGB2",12191.2878,3535.356656,0.121269662,273.0534793
"9/11/2023",31,"L9_C_16","L9","Control","RGB2",8839.219401,2865.707027,0.074613118,180.3085319
"9/11/2023",31,"L8_D_15","L8","Drought","RGB2",12182.13758,3677.426757,0.103518701,224.818298
"9/11/2023",31,"L4_D_8","L4","Drought","RGB2",10551.89898,3137.949402,0.090055153,213.2938821
"9/11/2023",31,"L3_D_1","L3","Drought","RGB2",20374.76979,5487.417528,0.093062081,435.2541132
"9/11/2023",31,"L1_D_12","L1","Drought","RGB2",8759.050516,3640.303219,0.088028756,293.0006036
"9/11/2023",31,"L9_D_10","L9","Drought","RGB2",9655.150976,3042.479512,0.107203914,274.8095144
"9/11/2023",31,"L7_D_7","L7","Drought","RGB2",11956.07169,4163.998978,0.065173443,330.9302361
"9/11/2023",31,"L9_C_10","L9","Control","RGB2",13712.21006,4669.712825,0.087722442,346.5740858
"9/11/2023",31,"L2_D_7","L2","Drought","RGB2",10642.28484,3124.029738,0.143268702,230.5557897
"9/11/2023",31,"L1_C_11","L1","Control","RGB2",10043.24391,3147.876639,0.09324009,234.7603052
"9/11/2023",31,"L1_D_9","L1","Drought","RGB2",16820.36626,4428.690946,0.071063639,239.0776452
"9/11/2023",31,"L6_C_16","L6","Control","RGB2",12360.0263,3559.807567,0.115406566,226.425224
"9/11/2023",31,"L1_D_11","L1","Drought","RGB2",15666.8105,4149.616871,0.11519219,274.8955692
"9/11/2023",31,"L1_D_13","L1","Drought","RGB2",8418.464641,3202.249576,0.090566065,295.186697
"9/11/2023",31,"L9_C_18","L9","Control","RGB2",13179.70791,3629.576577,0.115674488,222.1589859
"9/11/2023",31,"L3_D_6","L3","Drought","RGB2",12893.73274,4049.669482,0.086640211,264.239918
"9/11/2023",31,"L1_D_3","L1","Drought","RGB2",11697.51576,3507.87468,0.067795092,243.3920042
"9/11/2023",31,"L9_C_12","L9","Control","RGB2",13397.56498,4040.329286,0.11695506,277.4074509
"9/11/2023",31,"L2_C_2","L2","Control","RGB2",13514.92404,3535.175184,0.161350532,254.2176308
"9/11/2023",31,"L8_C_5","L8","Control","RGB2",16687.47801,5178.778971,0.116781497,364.229002
"9/11/2023",31,"L5_D_5","L5","Drought","RGB2",17158.01674,4829.875203,0.102755745,315.3926281
"9/11/2023",31,"L6_D_4","L6","Drought","RGB2",7603.616738,2792.948516,0.117782579,232.7485201
"9/11/2023",31,"L4_C_2","L4","Control","RGB2",12735.71744,3340.604924,0.101447934,208.2819548
"9/11/2023",31,"L5_D_2","L5","Drought","RGB2",14090.87014,4304.223692,0.126266985,254.2266131
"9/11/2023",31,"L2_C_3","L2","Control","RGB2",12058.39433,3528.986988,0.136743176,258.7651116
"9/11/2023",31,"L6_D_3","L6","Drought","RGB2",7917.30858,2917.064814,0.096333504,227.7057168
"9/11/2023",31,"L6_D_9","L6","Drought","RGB2",8316.01878,2519.359557,0.117049297,212.499218
"9/11/2023",31,"L1_D_7","L1","Drought","RGB2",7945.141069,2704.293913,0.02702683,206.2538432
"9/11/2023",31,"L5_D_1","L5","Drought","RGB2",14958.75818,4230.85432,0.082586551,305.0179423
"9/11/2023",31,"L1_C_19","L1","Control","RGB2",10792.2898,3199.414449,0.108068474,202.8254799
"9/11/2023",31,"L1_D_17","L1","Drought","RGB2",22041.73145,4536.867743,0.126797078,279.911582
"9/11/2023",31,"L8_D_13","L8","Drought","RGB2",14122.89231,3156.95041,0.133211749,194.1527468
"9/11/2023",31,"L4_D_9","L4","Drought","RGB2",10171.66693,3307.49455,0.112791903,283.8382384
"9/11/2023",31,"L5_C_5","L5","Control","RGB2",17661.27741,3805.790311,0.13062032,337.3207848
"9/11/2023",31,"L7_C_12","L7","Control","RGB2",10956.65258,3645.270259,0.101694464,330.3633607
"9/11/2023",31,"L6_D_10","L6","Drought","RGB2",9539.665335,3313.433361,0.092668752,251.4051336
"9/11/2023",31,"L7_D_8","L7","Drought","RGB2",7620.053212,2982.581608,0.125269451,243.8791278
"9/11/2023",31,"L7_D_1","L7","Drought","RGB2",7878.054178,2988.161513,0.094757678,286.5123989
"9/11/2023",31,"L9_C_19","L9","Control","RGB2",8291.705659,2771.648739,0.140060331,257.3056499
"9/11/2023",31,"L7_C_10","L7","Control","RGB2",7687.993787,2608.516858,0.12527546,190.3036302
"9/11/2023",31,"L6_C_7","L6","Control","RGB2",8162.485338,2850.935617,0.082845961,216.1470189
"9/11/2023",31,"L3_C_4","L3","Control","RGB2",11704.883,2976.164014,0.125958741,210.1471159
"9/11/2023",31,"L3_D_4","L3","Drought","RGB2",16675.33231,4816.836111,0.093561644,300.9209597
"9/11/2023",31,"L8_C_7","L8","Control","RGB2",12296.57843,4264.323443,0.101304981,348.6066432
"9/11/2023",31,"L8_C_20","L8","Control","RGB2",8231.676325,2742.386565,0.116769731,199.5574013
"9/11/2023",31,"L9_D_13","L9","Drought","RGB2",11880.65249,3590.995498,0.101577349,268.3207029
"9/11/2023",31,"L2_C_1","L2","Control","RGB2",10074.50132,2988.772623,0.112324913,213.9629246
"9/11/2023",31,"L7_C_9","L7","Control","RGB2",11878.78085,3375.744979,0.124030221,220.1472838
"9/11/2023",31,"L8_D_6","L8","Drought","RGB2",10971.71136,3729.041176,0.084850668,298.9383335
"9/13/2023",33,"L9_D_5","L9","Drought","RGB2",11112.74438,4251.516458,0.089824557,412.7959779
"9/13/2023",33,"L9_C_2","L9","Control","RGB2",12543.36501,4022.037182,0.094684353,328.7468416
"9/13/2023",33,"L4_D_4","L4","Drought","RGB2",11049.4183,3598.037345,0.104095789,242.2456844
"9/13/2023",33,"L2_C_7","L2","Control","RGB2",13138.79011,3317.22882,0.1842139,243.7276346
"9/13/2023",33,"L6_D_6","L6","Drought","RGB2",10917.95486,3888.360447,0.073348277,313.1105656
"9/13/2023",33,"L1_C_12","L1","Control","RGB2",15284.6531,3922.918243,0.061119394,250.2690312
"9/13/2023",33,"L8_C_6","L8","Control","RGB2",5501.230423,1877.578311,0.103614439,147.3795083
"9/13/2023",33,"L8_D_17","L8","Drought","RGB2",14238.43852,5312.479835,0.109684263,439.3835989
"9/13/2023",33,"L6_C_11","L6","Control","RGB2",15735.68376,4442.33567,0.102495754,344.795358
"9/13/2023",33,"L8_C_19","L8","Control","RGB2",16498.36622,4930.454855,0.045364909,360.8571282
"9/13/2023",33,"L4_C_5","L4","Control","RGB2",17677.70612,4897.313902,0.113663121,268.9225019
"9/13/2023",33,"L6_C_18","L6","Control","RGB2",20142.28679,5818.43603,0.090825505,462.2289821
"9/13/2023",33,"L5_D_3","L5","Drought","RGB2",11243.53537,3938.283314,0.096445164,264.213086
"9/13/2023",33,"L7_C_2","L7","Control","RGB2",12240.51459,3586.196996,0.126458784,302.1850954
"9/13/2023",33,"L3_D_8","L3","Drought","RGB2",15127.97007,3737.987955,0.097637341,270.0494848
"9/13/2023",33,"L9_C_3","L9","Control","RGB2",7828.563618,2774.146096,0.098067462,245.1051685
"9/13/2023",33,"L5_D_7","L5","Drought","RGB2",11096.08518,3633.35698,0.102187033,242.6751624
"9/13/2023",33,"L1_D_20","L1","Drought","RGB2",16948.09978,4497.149371,0.092090882,243.9750611
"9/13/2023",33,"L4_C_9","L4","Control","RGB2",17683.85412,3856.930199,0.169663054,245.8528418
"9/13/2023",33,"L8_D_3","L8","Drought","RGB2",13778.11706,4595.478526,0.072160676,365.7851783
"9/13/2023",33,"L4_D_6","L4","Drought","RGB2",17117.29292,4747.457847,0.127428923,302.9273497
"9/13/2023",33,"L1_D_2","L1","Drought","RGB2",16938.86206,4325.979765,0.091212909,227.3362371
"9/13/2023",33,"L4_C_7","L4","Control","RGB2",17180.47532,3590.668696,0.112056033,260.1664841
"9/13/2023",33,"L3_C_3","L3","Control","RGB2",20208.25798,4688.346563,0.109035306,244.3928753
"9/13/2023",33,"L5_C_7","L5","Control","RGB2",10591.5539,3912.932966,0.110385094,303.1839085
"9/13/2023",33,"L1_D_8","L1","Drought","RGB2",11537.41522,3661.866899,0.082379888,266.758493
"9/13/2023",33,"L8_C_17","L8","Control","RGB2",18209.8344,5256.145193,0.110930153,382.3036904
"9/13/2023",33,"L8_D_16","L8","Drought","RGB2",14919.34465,5018.350959,0.090856494,456.0726685
"9/13/2023",33,"L7_D_14","L7","Drought","RGB2",8561.278957,2956.043725,0.098483692,223.8482049
"9/13/2023",33,"L7_D_3","L7","Drought","RGB2",10839.61378,3763.383277,0.113273021,313.1356049
"9/13/2023",33,"L2_D_4","L2","Drought","RGB2",8670.902824,2863.110206,0.102912337,228.2891603
"9/13/2023",33,"L9_D_8","L9","Drought","RGB2",13387.91431,4205.066647,0.145521586,312.0992208
"9/13/2023",33,"L8_C_18","L8","Control","RGB2",16729.58753,4039.209937,0.093055006,329.9956353
"9/13/2023",33,"L2_D_9","L2","Drought","RGB2",13751.77702,4228.539497,0.115241994,333.1173335
"9/13/2023",33,"L1_D_10","L1","Drought","RGB2",16858.54914,4201.206807,0.08790099,281.738147
"9/13/2023",33,"L9_D_17","L9","Drought","RGB2",9293.604228,3211.586673,0.079761598,281.2535209
"9/13/2023",33,"L9_C_13","L9","Control","RGB2",14178.63949,3597.295571,0.149634576,271.7350656
"9/13/2023",33,"L5_C_1","L5","Control","RGB2",19109.09111,5282.234576,0.093613226,329.0737055
"9/13/2023",33,"L6_D_2","L6","Drought","RGB2",8719.158278,2889.948114,0.127111836,292.0021485
"9/13/2023",33,"L7_D_10","L7","Drought","RGB2",7342.941064,3120.245625,0.105918478,274.7650557
"9/13/2023",33,"L7_D_16","L7","Drought","RGB2",10578.90512,3226.091517,0.143520681,326.6931046
"9/13/2023",33,"L6_D_12","L6","Drought","RGB2",13586.32031,4111.1033,0.108276166,339.3913827
"9/13/2023",33,"L1_D_19","L1","Drought","RGB2",12267.99955,3971.744525,0.081711853,345.1879243
"9/13/2023",33,"L8_C_4","L8","Control","RGB2",21917.81762,5122.616113,0.122105845,285.9427153
"9/13/2023",33,"L7_C_13","L7","Control","RGB2",15709.65756,4674.061005,0.114161659,318.1783307
"9/13/2023",33,"L6_C_12","L6","Control","RGB2",17549.39407,5088.642028,0.119443091,442.1388
"9/13/2023",33,"L3_C_8","L3","Control","RGB2",29786.54453,6852.039815,0.122758243,497.7266103
"9/13/2023",33,"L1_C_9","L1","Control","RGB2",27515.05581,5972.867677,0.132094388,307.9099276
"9/13/2023",33,"L9_C_5","L9","Control","RGB2",12512.91334,4074.513804,0.098893257,301.278372
"9/13/2023",33,"L6_D_7","L6","Drought","RGB2",8618.612505,3348.761535,0.084393011,268.925793
"9/13/2023",33,"L5_D_8","L5","Drought","RGB2",15010.37813,4610.835738,0.084796935,338.2847961
"9/13/2023",33,"L9_D_18","L9","Drought","RGB2",8470.973216,2820.453365,0.112223196,231.0140438
"9/13/2023",33,"L3_C_1","L3","Control","RGB2",23425.2513,4844.866862,0.115704394,285.5393758
"9/13/2023",33,"L6_C_13","L6","Control","RGB2",25406.57903,6717.010788,0.114821663,496.0264939
"9/13/2023",33,"L8_D_18","L8","Drought","RGB2",11487.75494,3467.358631,0.133532865,285.5626525
"9/13/2023",33,"L8_C_10","L8","Control","RGB2",15315.44253,4850.223609,0.10035307,367.3681927
"9/13/2023",33,"L8_D_12","L8","Drought","RGB2",14908.19634,3737.791339,0.103218642,350.3086448
"9/13/2023",33,"L9_C_4","L9","Control","RGB2",17970.92307,4683.160203,0.07760217,330.3449244
"9/13/2023",33,"L5_C_9","L5","Control","RGB2",12973.81634,4021.855222,0.100809626,283.7290462
"9/13/2023",33,"L1_C_3","L1","Control","RGB2",27507.25066,6030.517654,0.096668921,352.732214
"9/13/2023",33,"L9_D_2","L9","Drought","RGB2",10967.69708,3335.172854,0.136579407,290.184695
"9/13/2023",33,"L4_D_1","L4","Drought","RGB2",13789.14697,4648.249333,0.09152057,321.5703697
