"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","FC1_Plant_HL.ind_Fo","FC1_Plant_HL.ind_Fm","FC1_Plant_HL.ind_Fv","FC1_Plant_HL.ind_QY_max","FC1_Plant_HL.ind_Fp","FC1_Plant_HL.ind_Fm_L1","FC1_Plant_HL.ind_Fm_L2","FC1_Plant_HL.ind_Fm_Lss","FC1_Plant_HL.ind_Ft_L1","FC1_Plant_HL.ind_Ft_L2","FC1_Plant_HL.ind_Ft_Lss","FC1_Plant_HL.ind_Fo_L1","FC1_Plant_HL.ind_Fo_L2","FC1_Plant_HL.ind_Fo_Lss","FC1_Plant_HL.ind_Fv_L1","FC1_Plant_HL.ind_Fv_L2","FC1_Plant_HL.ind_Fv_Lss","FC1_Plant_HL.ind_Fq_L1","FC1_Plant_HL.ind_Fq_L2","FC1_Plant_HL.ind_Fq_Lss","FC1_Plant_HL.ind_FvFm_L1","FC1_Plant_HL.ind_FvFm_L2","FC1_Plant_HL.ind_FvFm_Lss","FC1_Plant_HL.ind_QY_L1","FC1_Plant_HL.ind_QY_L2","FC1_Plant_HL.ind_QY_Lss","FC1_Plant_HL.ind_NPQ_L1","FC1_Plant_HL.ind_NPQ_L2","FC1_Plant_HL.ind_NPQ_Lss","FC1_Plant_HL.ind_qN_L1","FC1_Plant_HL.ind_qN_L2","FC1_Plant_HL.ind_qN_Lss","FC1_Plant_HL.ind_qP_L1","FC1_Plant_HL.ind_qP_L2","FC1_Plant_HL.ind_qP_Lss","FC1_Plant_HL.ind_qL_L1","FC1_Plant_HL.ind_qL_L2","FC1_Plant_HL.ind_qL_Lss","FC1_Plant_HL.ind_Rfd_L1","FC1_Plant_HL.ind_Rfd_L2","FC1_Plant_HL.ind_Rfd_Lss"
"9/21/2023",40,"L9_D_2","L9","Drought","FC1",1376.663301,7281.175676,5904.512374,0.810928432,6095.42851,4299.721725,3092.590723,2634.117425,3694.38198,2523.429854,2098.067732,1196.066431,1068.408244,1504.992548,3103.655294,2024.18248,1129.124877,605.3397451,569.1608688,536.049694,0.721827014,0.654526467,0.428653964,0.140785796,0.184040153,0.203502581,0.693406258,1.354393558,1.764180369,0.489958985,0.674189884,0.804520589,0.195040907,0.281180612,0.474747926,0.072679452,0.153398768,0.311509508,0.64991832,1.415533168,1.905258214
"9/21/2023",40,"L9_D_12","L9","Drought","FC1",1248.749048,7172.924199,5924.175152,0.825907954,5876.440336,4429.436048,3152.405308,2689.153446,3733.099778,2495.63148,2051.322175,1117.483498,1005.144533,1421.388501,3311.95255,2147.260776,1267.764944,696.3362704,656.7738283,637.8312712,0.747714272,0.681149968,0.471436446,0.15720653,0.208340541,0.23718664,0.619376399,1.275381335,1.667353999,0.453061682,0.651858385,0.77957801,0.210249471,0.30586589,0.503114772,0.070329978,0.153047332,0.306272754,0.574144996,1.35469074,1.86470863
"9/21/2023",40,"L8_C_18","L8","Control","FC1",1350.549702,8094.461344,6743.911642,0.83315138,6801.482248,5690.529669,4064.975447,3386.497355,4829.37158,3176.718437,2484.884126,1244.837095,1142.859545,1694.383468,4445.692573,2922.115902,1692.113887,861.1580894,888.2570099,901.6132293,0.781244072,0.718852042,0.499664907,0.151331799,0.218514729,0.266237689,0.422444274,0.991269431,1.390216349,0.350958182,0.579648549,0.735610422,0.193706172,0.303977337,0.532832474,0.05417057,0.129232889,0.289597705,0.408357617,1.141040317,1.73714262
"9/21/2023",40,"L9_C_2","L9","Control","FC1",1213.504427,7068.775604,5855.271178,0.828328908,5706.031372,4640.883808,3485.852865,3151.573865,3808.763374,2595.928807,2173.213325,1107.554752,1020.74372,1472.037897,3533.329055,2465.109144,1679.535967,832.1204338,889.9240582,978.36054,0.761348312,0.707175328,0.532919754,0.179302148,0.255295933,0.310435542,0.523152894,1.027846808,1.242935088,0.407280967,0.592411351,0.699908044,0.235506068,0.361007974,0.582518362,0.075034238,0.168758393,0.325273457,0.498132284,1.198069284,1.625619541
"9/21/2023",40,"L8_D_8","L8","Drought","FC1",1341.026723,8081.896498,6740.869776,0.834070292,6894.892897,5048.845958,3481.921925,2944.12604,4298.894588,2762.892237,2240.853766,1218.008692,1087.41715,1557.332845,3830.837265,2394.504775,1386.793194,749.9513699,719.029688,703.2722738,0.75875503,0.687696286,0.471037305,0.148539166,0.206503679,0.238873018,0.600741351,1.321102159,1.745091884,0.441885215,0.657657896,0.787450431,0.195766961,0.300283255,0.507121233,0.061068891,0.14574867,0.303483938,0.603875777,1.4955345,2.076904438
"9/21/2023",40,"L1_D_10","L1","Drought","FC1",1199.784348,7319.020894,6119.236545,0.836073108,6251.00666,4657.357282,3215.85785,2688.006149,3972.055189,2543.221535,2050.216072,1090.262613,980.3456213,1406.242917,3567.094669,2235.512229,1281.763231,685.3020932,672.6363152,637.7900767,0.765905309,0.695152688,0.476845349,0.147143981,0.209162328,0.237272551,0.571496548,1.275915552,1.722843806,0.427318495,0.647321856,0.783221485,0.19211772,0.300886887,0.497588058,0.05803037,0.141945706,0.291188022,0.573746175,1.457908827,2.048950179
"9/21/2023",40,"L7_D_2","L7","Drought","FC1",1015.036962,5878.731208,4863.694245,0.827337409,4803.263482,3934.086404,2946.906953,2460.644737,3260.453664,2276.373981,1823.28283,917.6653606,846.4470931,1252.474885,3016.421044,2100.45986,1208.169852,673.6327393,670.5329724,637.3619065,0.766739907,0.712767622,0.490997272,0.171229777,0.227537884,0.259022319,0.494306582,0.994881855,1.389101978,0.391981253,0.582603086,0.738845026,0.223321854,0.31923151,0.527543296,0.069524048,0.142345583,0.293687812,0.473188696,1.110050248,1.634403945
"9/21/2023",40,"L7_C_1","L7","Control","FC1",1292.598334,7978.17207,6685.573735,0.837983147,7107.141401,5354.174277,3737.878578,3160.637013,4447.016675,2828.840386,2247.985447,1191.444164,1080.825057,1511.17373,4162.730115,2657.05352,1649.463284,907.1576024,909.0381913,912.6515668,0.77747378,0.710845327,0.521876848,0.169429973,0.243196287,0.288755578,0.490084494,1.13441178,1.524229146,0.386636657,0.614771663,0.74494144,0.217923713,0.34212265,0.553302141,0.063343101,0.156328073,0.318150381,0.598181864,1.512386855,2.161560237
"9/21/2023",40,"L7_D_11","L7","Drought","FC1",1092.207513,6806.560286,5714.352773,0.839536055,5853.557085,4616.616991,3279.189071,2679.443531,3863.639281,2544.767463,1992.87337,1018.135299,923.306101,1307.799527,3598.481692,2355.882969,1371.644004,752.9777104,734.421608,686.5701602,0.779462905,0.718434625,0.511913757,0.16310162,0.223964399,0.2562361,0.474361053,1.075684,1.540288761,0.378331463,0.599561247,0.750553977,0.209248726,0.311739428,0.500545446,0.059152269,0.133797744,0.274327263,0.515037161,1.300232603,1.937244871
"9/21/2023",40,"L3_C_1","L3","Control","FC1",1437.19632,8406.892972,6969.696651,0.829045484,7052.356718,5640.602641,4058.472584,3417.182031,4799.133889,3170.709644,2529.714367,1317.766539,1200.238817,1760.819513,4322.836102,2858.233766,1656.362518,841.4687516,887.7629396,887.4676641,0.766378413,0.704263416,0.484715916,0.149180647,0.218743116,0.25970746,0.490424607,1.071442593,1.46018295,0.390215968,0.603389631,0.750775773,0.19465664,0.310598437,0.535793134,0.058293812,0.140785811,0.304397971,0.46950614,1.224220288,1.787807512
"9/21/2023",40,"L9_C_19","L9","Control","FC1",1436.948266,8701.364,7264.415736,0.834859424,7063.518691,5726.60261,4131.859988,3635.456651,4771.549961,3120.070821,2556.287773,1316.396844,1200.93545,1741.423789,4410.205766,2930.924538,1894.032862,955.0526498,1011.789167,1079.168878,0.770126036,0.709347497,0.520988983,0.166774738,0.244874988,0.296845481,0.519463562,1.105919374,1.393472082,0.402813083,0.60923239,0.727866504,0.216555122,0.345211606,0.569773049,0.065215393,0.158987166,0.320282561,0.480340508,1.26389691,1.763193865
"9/21/2023",40,"L6_D_12","L6","Drought","FC1",1304.461271,6498.334982,5193.87371,0.79926223,5480.899084,3479.8494,2603.828221,2331.274652,2943.579988,2096.375901,1811.969352,1086.269827,977.5690481,1339.336172,2393.579573,1626.259173,991.93848,536.2694124,507.4523196,519.3053007,0.687839989,0.624564693,0.425491899,0.154107075,0.194887019,0.22275595,0.867418453,1.495684981,1.78746006,0.557732676,0.705428705,0.807726554,0.224044949,0.312036561,0.523525714,0.099286569,0.194163465,0.37689325,0.861984083,1.614463886,2.024829906
"9/21/2023",40,"L5_D_2","L5","Drought","FC1",1225.09835,6909.795149,5684.696799,0.822701206,5800.593361,4432.314802,3352.651852,2839.208819,3760.548905,2705.446744,2193.810436,1102.946728,1010.715873,1481.154443,3329.368075,2341.935978,1358.054377,671.7658967,647.2051073,645.3983831,0.751157854,0.69853241,0.478321414,0.151560962,0.193042742,0.227316279,0.558958571,1.06099394,1.433704454,0.426648014,0.602999745,0.749835281,0.20176979,0.27635474,0.475237512,0.06573185,0.125140787,0.265388788,0.54248582,1.144042707,1.644072279
"9/21/2023",40,"L2_C_4","L2","Control","FC1",1287.194782,7633.534403,6346.339622,0.831376305,6471.395136,5000.645819,3730.546927,3314.534402,4119.386549,2749.795182,2275.735933,-311.1446702,1086.575402,1525.055527,5311.790521,2643.971526,1789.478876,881.2592696,980.7517452,1038.798469,1.062220904,0.70873563,0.53988846,0.176229092,0.262897576,0.313407056,0.526509711,1.046223932,1.303048778,0.331402762,0.596152729,0.707050002,0.165906254,0.370938845,0.580503343,0.051841133,0.173638586,0.328342521,0.570960885,1.353409875,1.843649407
"9/21/2023",40,"L1_C_4","L1","Control","FC1",1322.948354,8163.379193,6840.430839,0.837941088,7325.380223,5333.613201,3690.396833,3070.304309,4548.541114,2884.082684,2273.807179,1213.162473,1095.390317,1558.642432,4120.450728,2595.006516,1511.661878,785.0720867,806.3141492,796.4971306,0.772543972,0.703178177,0.492349202,0.147193292,0.218489823,0.259419605,0.530553283,1.212059993,1.658817619,0.407147878,0.632850792,0.771124583,0.190530633,0.310717582,0.526901645,0.055416051,0.142528269,0.306562347,0.610490054,1.539934192,2.22163651
"9/21/2023",40,"L8_D_3","L8","Drought","FC1",1204.956954,7121.129304,5916.172352,0.830791311,5769.373891,4782.180971,3557.790505,3014.670108,3978.505499,2774.437275,2231.706276,1107.881771,1020.502265,1496.266641,3674.299201,2537.28824,1518.403468,803.6754714,783.3532294,782.9638325,0.768331275,0.713164037,0.503671517,0.168056265,0.220179695,0.259717914,0.489096575,1.001559478,1.362158727,0.388965916,0.584093861,0.730055015,0.218728913,0.308736397,0.515649397,0.066245711,0.134086314,0.278412681,0.45013596,1.079475338,1.585185136
"9/21/2023",40,"L7_C_13","L7","Control","FC1",1202.521557,7284.708211,6082.186653,0.834925226,5918.328075,4836.839438,3632.701481,3135.592398,3996.510174,2723.303697,2235.107199,1104.454238,1020.733888,1512.57955,3732.385201,2611.967593,1623.012849,840.3292639,909.3977838,900.4851992,0.771657867,0.719015203,0.517609639,0.173735199,0.250336503,0.287181841,0.506088491,1.005314295,1.323231876,0.396078993,0.583017513,0.71881901,0.225145375,0.348165799,0.55482321,0.067744646,0.153738593,0.298503298,0.480874017,1.173216333,1.647894507
"9/21/2023",40,"L7_D_14","L7","Drought","FC1",890.2607021,5327.23212,4436.971421,0.832884943,4190.747966,3697.66004,2836.016527,2368.021307,3034.124197,2188.616019,1767.620213,820.7385756,767.5404031,1170.34793,2876.921465,2068.476123,1197.673377,663.5358432,647.4005077,600.4010945,0.77803839,0.729359686,0.505769679,0.179447498,0.228278115,0.253545478,0.440703597,0.878420689,1.249655484,0.361605329,0.546356146,0.711881947,0.23064093,0.312984279,0.501306204,0.067673748,0.127312238,0.252482524,0.38120515,0.914793609,1.370841844
"9/21/2023",40,"L9_D_1","L9","Drought","FC1",1259.620198,6955.052862,5695.432662,0.818891355,5915.842624,4238.042147,3071.825354,2631.583168,3616.906922,2490.966899,2052.112881,1103.917429,1006.355124,1429.172539,3134.124718,2065.470231,1202.410628,621.1352252,580.8584549,579.470287,0.739521838,0.672391817,0.456915306,0.146561833,0.189092278,0.220198356,0.641100447,1.264143322,1.642915849,0.464356149,0.652786152,0.782403788,0.198184591,0.281223349,0.48192379,0.069019557,0.142207675,0.295812645,0.635608201,1.3749182,1.882805658
"9/21/2023",40,"L1_C_7","L1","Control","FC1",1309.811651,7821.202801,6511.39115,0.832530663,6511.782764,5039.919333,3846.790504,3479.037209,4168.0617,2852.523991,2406.384057,1192.760869,1106.586902,1560.885771,3847.158465,2740.203602,1918.151437,871.8576332,994.2665135,1072.653152,0.76333731,0.712335023,0.551345479,0.172990394,0.258466509,0.308318965,0.55185079,1.033176174,1.248094036,0.419598376,0.591904639,0.693601549,0.22662379,0.362844028,0.559211922,0.071216432,0.166609409,0.304382955,0.562304791,1.282814373,1.706044675
"9/21/2023",40,"L9_C_16","L9","Control","FC1",1318.679087,7927.886259,6609.207173,0.833665741,6922.005206,5276.450069,3699.891332,3093.632404,4470.285249,2894.794778,2308.270904,1210.760686,1095.645923,1569.542992,4065.689384,2604.24541,1524.089411,806.1648205,805.0965538,785.3614999,0.770534987,0.703870783,0.492653687,0.152785454,0.217600054,0.253863872,0.502503796,1.142734893,1.562646502,0.394727799,0.618829947,0.76030086,0.198284902,0.309147729,0.515298836,0.058491604,0.140827477,0.294382171,0.548448213,1.391190304,1.99878372
"9/21/2023",40,"L7_D_12","L7","Drought","FC1",1121.29007,6811.028262,5689.738192,0.835371397,5096.900308,4689.85245,3504.240035,2869.639046,3923.609441,2790.675583,2214.988899,1037.738294,960.728074,1496.430536,3652.114156,2543.51196,1373.20851,766.2430087,713.5644522,654.6501468,0.778726878,0.725838394,0.478530048,0.16338318,0.203628874,0.228129788,0.452290522,0.943653458,1.373479087,0.367411965,0.56523394,0.741615719,0.209808066,0.280542991,0.47673033,0.059959001,0.112721834,0.241334386,0.299033552,0.826403735,1.301095193
"9/21/2023",40,"L7_D_5","L7","Drought","FC1",1211.353119,7568.877481,6357.52436,0.83995604,6612.035254,5076.226522,3564.929628,2936.2337,4274.837975,2801.405999,2192.845427,1116.473849,1015.416256,1434.274437,3959.752674,2549.513372,1501.959263,801.3885474,763.5236287,743.3882723,0.780058308,0.715165133,0.51152579,0.157870919,0.214176354,0.253177488,0.491044075,1.123149198,1.577750362,0.386313551,0.610966895,0.755166023,0.202383485,0.299478182,0.494945696,0.057349043,0.129497056,0.273413714,0.546733536,1.360255977,2.015276486
"9/21/2023",40,"L5_C_5","L5","Control","FC1",1148.798289,6857.115375,5708.317087,0.832466245,5649.084377,4619.769785,3411.918998,2912.019933,3890.753612,2644.224533,2132.257563,1055.966676,968.8035962,1458.871149,3563.803108,2443.115403,1453.148784,729.0161729,767.694466,779.76237,0.771424394,0.716053166,0.499017458,0.157803572,0.22500372,0.267773706,0.48429807,1.009753273,1.354762513,0.385672857,0.585090686,0.730810848,0.204561293,0.314227672,0.53660188,0.060399523,0.136517988,0.289105469,0.451925498,1.13638604,1.64934428
"9/21/2023",40,"L6_D_3","L6","Drought","FC1",1219.584014,6568.103612,5348.519601,0.814317178,5559.970552,3996.780832,2950.864311,2520.394576,3424.4193,2383.730351,1962.623117,1051.567925,980.634994,1367.921952,2945.212907,1970.229317,1152.472624,572.3615318,567.1339609,557.7714596,0.736896275,0.667678724,0.45725881,0.143205634,0.19219249,0.22130323,0.643348457,1.225823663,1.605982283,0.466111873,0.647384271,0.778378391,0.194336216,0.287851752,0.483978055,0.069211543,0.147273115,0.300746432,0.623624348,1.332466233,1.832928291
"9/21/2023",40,"L8_C_19","L8","Control","FC1",1271.274917,7555.977622,6284.702704,0.831752424,6346.71793,4873.067682,3657.700293,3291.229754,4024.562058,2734.271793,2291.666219,1148.679829,1070.037602,1531.788025,3724.387854,2587.662691,1759.441729,848.5056246,923.4285002,999.563535,0.764279935,0.707456184,0.5345849,0.174121453,0.252461499,0.303705183,0.550558727,1.065772758,1.2957916,0.418727212,0.601035057,0.707937192,0.227824184,0.356858142,0.568114032,0.071964891,0.165917962,0.315154586,0.576995916,1.321173025,1.769477456
"9/21/2023",40,"L1_D_19","L1","Drought","FC1",1452.93635,8178.10599,6725.16964,0.822338283,6329.761633,5200.522785,3925.999133,3420.382237,4427.942001,3116.210341,2573.721102,1308.381688,1201.511754,1755.213263,3892.141096,2724.487378,1665.168975,772.5807835,809.7887918,846.6611347,0.74841343,0.69396026,0.486837102,0.148558292,0.20626311,0.24753407,0.572554593,1.083063626,1.390991832,0.433435619,0.609481749,0.740744701,0.19849763,0.297226112,0.508453585,0.065132836,0.138581988,0.287036033,0.429504188,1.031236964,1.459381332
"9/21/2023",40,"L3_D_5","L3","Drought","FC1",1144.749242,6769.721137,5624.971893,0.830901566,5666.801538,4423.780168,3275.425557,2773.728542,3738.779176,2623.268334,2121.292896,1042.494067,952.2628082,1405.034012,3381.2861,2323.162749,1368.69453,685.0009914,652.1572231,652.4356468,0.764343157,0.709270508,0.493449344,0.15484517,0.199106104,0.235219718,0.530302339,1.066821859,1.440657416,0.409612006,0.600656744,0.744869645,0.202585931,0.280719559,0.476684631,0.062028293,0.122501194,0.257241407,0.515682331,1.160206588,1.671390429
"9/21/2023",40,"L2_D_7","L2","Drought","FC1",1147.205868,6250.230667,5103.024802,0.816453836,5077.853545,3761.552886,2799.814638,2385.48339,3161.043024,2220.89942,1825.230776,1029.418912,912.0362011,1314.07117,2732.133974,1887.778437,1071.41222,600.5098622,578.9152183,560.2526145,0.7263314,0.674251221,0.449138411,0.159644136,0.206769123,0.234859156,0.661609143,1.232373023,1.620110747,0.476684067,0.646363869,0.782946191,0.219795174,0.306664811,0.522910421,0.079768074,0.158407746,0.328663044,0.606385458,1.286395097,1.782033709
"9/21/2023",40,"L9_C_3","L9","Control","FC1",1187.977169,7053.127058,5865.14989,0.831567309,5855.510651,4637.544121,3480.527013,3078.931847,3836.251297,2617.916356,2165.332218,1041.405182,1005.435182,1434.673036,3596.138938,2475.091832,1644.258811,801.2928235,862.6106571,913.5996284,0.775440372,0.711125592,0.534035468,0.172783871,0.247839093,0.296726162,0.520875462,1.026453762,1.290770764,0.401812157,0.590737775,0.707346753,0.222820318,0.348516627,0.555630064,0.069001072,0.158152416,0.304838133,0.526362638,1.236706547,1.704208898
"9/21/2023",40,"L9_C_6","L9","Control","FC1",1300.219763,7517.035927,6216.816164,0.827030258,6168.893928,4791.371839,3642.344,3326.374587,3949.407508,2707.616941,2304.798355,1179.134033,1088.561986,1536.541956,3612.237807,2553.782015,1789.832631,841.9643307,934.7270587,1021.576233,0.753904712,0.701136964,0.538073083,0.175725107,0.256627891,0.307114008,0.568869247,1.06379077,1.25982845,0.430057791,0.602738996,0.700721606,0.233086628,0.366016776,0.570766347,0.076736533,0.175764244,0.321989853,0.561979592,1.278348105,1.676543879
"9/21/2023",40,"L6_D_14","L6","Drought","FC1",1240.610528,6538.555322,5297.944796,0.810262288,5517.326481,3635.289569,2673.175213,2342.442752,3092.376195,2171.626368,1834.713653,1061.76164,960.7904109,1323.661461,2573.52793,1712.384802,1018.781291,542.9133734,501.5488444,507.7290991,0.707929281,0.640580832,0.4349226,0.14934529,0.187622885,0.216751978,0.798633973,1.445988311,1.7913405,0.530103181,0.692998033,0.804640072,0.210960747,0.29289494,0.498369084,0.084633986,0.167325536,0.336990969,0.784170532,1.540642609,2.007186693
"9/21/2023",40,"L4_D_1","L4","Drought","FC1",1315.344689,7649.049235,6333.704541,0.828038145,5745.002119,4584.634303,3424.458148,3013.285881,3839.690974,2693.212402,2260.475716,1168.595538,1067.346373,1592.74894,3416.038765,2357.111775,1420.536941,744.9433292,731.2457466,752.810165,0.745106052,0.688316713,0.47142455,0.162486968,0.21353619,0.249830316,0.668409895,1.233652421,1.538441269,0.472870431,0.641869008,0.765444765,0.21807227,0.310229559,0.529947616,0.074703981,0.151513784,0.308370392,0.49621471,1.13314112,1.541501365
"9/21/2023",40,"L2_D_8","L2","Drought","FC1",1043.827341,6001.801363,4957.97402,0.826080991,4844.057483,3875.292866,2888.732043,2422.536087,3197.457407,2240.383772,1803.139405,945.8931298,865.9632847,1236.118953,2929.399735,2022.768759,1186.417134,677.8354586,648.3482718,619.3966824,0.755916994,0.700227203,0.48974178,0.17491206,0.224440433,0.255681096,0.548734914,1.077659427,1.477486876,0.420598713,0.606146314,0.751049895,0.231390565,0.320525156,0.522073278,0.075538707,0.149337326,0.302225308,0.5149717,1.162155227,1.686457558
"9/21/2023",40,"L8_C_15","L8","Control","FC1",1324.167812,7940.484834,6616.317022,0.833238418,6652.050213,5556.398162,4083.380214,3411.694236,4697.91473,3162.146338,2501.405285,1229.695276,1132.662465,1676.836461,4326.702885,2950.717748,1734.857774,858.4834315,921.2338756,910.2889504,0.778688416,0.722616458,0.508503299,0.154503584,0.225605706,0.266814341,0.429070524,0.944586205,1.327431559,0.355261725,0.566569515,0.723027592,0.198415157,0.312206708,0.524705232,0.055925869,0.130738438,0.277762977,0.415958057,1.103650338,1.659325241
"9/21/2023",40,"L9_D_11","L9","Drought","FC1",1195.762835,6816.933801,5621.170965,0.824589343,5758.05941,4195.116869,3009.69615,2546.744568,3595.952277,2457.960202,1998.136805,1068.139809,958.7097489,1368.646515,3126.97706,2050.986402,1178.098053,599.1645922,551.7359483,548.6077636,0.74538497,0.681459622,0.462589797,0.142824291,0.183319485,0.215415307,0.624968747,1.264990704,1.676724586,0.456063817,0.649896217,0.783767266,0.191611445,0.269010047,0.465672413,0.063716598,0.130869579,0.278676497,0.601261354,1.342617023,1.881714304
"9/21/2023",40,"L6_C_14","L6","Control","FC1",1528.350585,8508.570847,6980.220261,0.820375171,7461.437797,5514.887174,3969.158056,3408.626352,4631.680488,3078.816609,2511.67542,1386.587378,1249.860331,1735.690781,4128.299795,2719.297724,1672.935571,883.2066857,890.341447,896.9509318,0.748573754,0.685106939,0.490794648,0.160149548,0.224314939,0.263141465,0.542836794,1.14367146,1.496187604,0.420344092,0.625374546,0.752994951,0.213939571,0.32741595,0.536153901,0.070595256,0.162532045,0.326248814,0.610956934,1.423475882,1.970701444
"9/21/2023",40,"L1_D_7","L1","Drought","FC1",1332.271615,7845.306285,6513.034672,0.830182333,6717.702464,4989.774867,3442.699766,2843.439547,4294.098896,2773.83466,2206.222606,1208.048382,1051.788959,1537.494615,3781.726484,2390.910806,1305.944932,695.6759713,668.8651063,637.2169415,0.757895213,0.694487167,0.459283523,0.139420313,0.194285053,0.224100752,0.572276604,1.278823836,1.759090234,0.430227582,0.648059953,0.792963868,0.183957241,0.279753266,0.487935537,0.057073909,0.134365375,0.294649626,0.564403295,1.421810702,2.044888782
"9/21/2023",40,"L9_C_13","L9","Control","FC1",1274.009482,7439.814186,6165.804703,0.828757889,6067.676911,4853.814753,3687.280224,3381.090358,3966.023439,2702.149692,2301.605841,1160.671827,1074.614853,1535.228382,3693.142925,2612.665371,1845.861977,887.791314,985.1305327,1079.484517,0.760874305,0.708561653,0.545936896,0.182905891,0.267169966,0.319271123,0.532776706,1.017696983,1.200418622,0.411839593,0.589539112,0.687385019,0.240389103,0.37705959,0.584813237,0.07722042,0.177776048,0.323712078,0.529914536,1.245499918,1.636279767
"9/21/2023",40,"L6_D_18","L6","Drought","FC1",1275.125033,7079.627576,5804.502542,0.81988812,6029.364726,4074.029105,3015.901333,2609.602788,3467.602976,2429.331377,2032.004053,1113.93156,1008.566284,1415.811212,2960.097545,2007.33505,1193.791576,606.4261288,586.5699568,577.598735,0.726577417,0.665583793,0.457461029,0.148851693,0.194492423,0.221335882,0.737745949,1.347433418,1.712913861,0.503813547,0.669360108,0.78922488,0.204866941,0.292213279,0.483835492,0.075334739,0.153379021,0.303616889,0.738770201,1.481902956,1.967201132
"9/21/2023",40,"L2_D_4","L2","Drought","FC1",1177.066539,6380.645695,5203.579155,0.815525482,5379.640097,3903.651236,2915.844798,2472.617937,3321.670497,2347.767581,1914.126075,1041.41468,944.1282365,1341.297139,2862.236556,1971.716561,1131.320798,581.9807385,568.0772166,558.4918621,0.733220358,0.676207651,0.457539671,0.149086254,0.19482423,0.225870667,0.634532726,1.18826657,1.580522288,0.463923447,0.637319925,0.77550257,0.203330761,0.288113022,0.493663568,0.072052251,0.144447091,0.303571889,0.619558623,1.291385289,1.81049413
"9/21/2023",40,"L8_D_10","L8","Drought","FC1",1317.190757,7997.228103,6680.037348,0.835294087,6605.342302,5355.353503,4002.9714,3281.346217,4556.626273,3254.966219,2579.251564,1210.708622,1118.046302,1712.254035,4144.64488,2884.925098,1569.092181,798.7272291,748.0051804,702.0946532,0.773925545,0.720695906,0.4781855,0.149145566,0.186862484,0.21396543,0.493314699,0.997822943,1.437179004,0.389282696,0.580629618,0.750342298,0.192713068,0.259280624,0.447452777,0.055707854,0.104923375,0.228508405,0.449612478,1.02931209,1.560953105
"9/21/2023",40,"L7_C_10","L7","Control","FC1",1168.25113,6882.850734,5714.599606,0.830266386,5507.479836,4378.316838,3319.501732,2980.23438,3523.464798,2424.843767,2035.13709,1061.508715,977.2223208,1396.779173,3316.808123,2342.279412,1583.455207,854.8520398,894.6579643,945.0972903,0.757553244,0.705611746,0.531319019,0.195246729,0.26951574,0.3171218,0.572031214,1.073458998,1.30949981,0.430233078,0.603381851,0.711368109,0.257733341,0.381960393,0.59685761,0.085454882,0.184022437,0.342620446,0.56308638,1.271272034,1.706195992
"9/21/2023",40,"L9_C_8","L9","Control","FC1",1240.804935,7472.17458,6231.369645,0.833943262,6152.192635,4922.235974,3702.187869,3260.888178,4093.843995,2807.677573,2315.557505,1133.442,1050.259327,1515.512081,3788.793975,2651.928544,1745.376098,828.3919791,894.5102964,945.3306736,0.76973026,0.716313876,0.535245615,0.168295869,0.241616668,0.289899752,0.51804477,1.018313182,1.291453792,0.402278937,0.587050212,0.706987579,0.218642656,0.33730558,0.541620041,0.066268497,0.149066414,0.290230244,0.502791177,1.191203397,1.656894775
"9/21/2023",40,"L3_D_3","L3","Drought","FC1",1313.577148,7635.162908,6321.585761,0.827956893,6354.018301,4564.549175,3365.683955,2876.555621,3860.886534,2692.492808,2210.005143,1166.058451,1061.183536,1535.645152,3398.490724,2304.500418,1340.910468,703.6626409,673.191147,666.5504775,0.744540281,0.684704936,0.466151413,0.15415819,0.20001615,0.231718265,0.672709093,1.268532343,1.654272649,0.47465824,0.649451225,0.780161232,0.207051511,0.29212021,0.497087981,0.070444477,0.142515676,0.29545787,0.64574075,1.35990168,1.875114712
"9/21/2023",40,"L1_C_3","L1","Control","FC1",1481.79871,9124.856191,7643.057481,0.837608541,8206.145513,5903.421396,4080.563902,3414.475604,5010.850985,3171.96393,2522.653575,1358.075042,1224.10786,1732.349139,4545.346354,2856.456042,1682.126465,892.5704113,908.5999724,891.8220293,0.769951194,0.700015025,0.492645624,0.151195443,0.222665297,0.261188578,0.545689453,1.236175296,1.672403394,0.414770898,0.638457533,0.77245521,0.196370165,0.318086454,0.530175375,0.058070188,0.148595667,0.311423334,0.637675025,1.587086642,2.252981541
"9/21/2023",40,"L8_D_7","L8","Drought","FC1",1336.069118,8099.768111,6763.698994,0.835048473,6893.060359,4890.472903,3415.113183,2895.165396,4236.843707,2771.542897,2260.782399,1197.309387,1074.520627,1561.079291,3693.163517,2340.592556,1334.086105,653.6291962,643.5702864,634.3829971,0.755175131,0.685363099,0.46079789,0.133653577,0.188447718,0.21911805,0.656234125,1.371742217,1.797687525,0.464949569,0.666831302,0.795970394,0.176983552,0.274960409,0.47551878,0.055810947,0.132549315,0.281020393,0.626932886,1.487084132,2.048971172
