"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","VNIR_Plant_PRI","VNIR_Plant_NDVI","VNIR_Plant_PSRI","VNIR_Plant_SIPI","VNIR_Plant_MCARI1"
"9/24/2023",44,"L1_C_12","L1","Control","VNIR",0.07559371,0.7556448,-0.062487748,0.68767124,1.4990536
"9/24/2023",44,"L1_D_4","L1","Drought","VNIR",0.076642066,0.65658695,-0.091848336,0.5647794,1.3604139
"9/24/2023",44,"L7_C_15","L7","Control","VNIR",0.08744691,0.774088,-0.07604315,0.6906386,1.5131016
"9/24/2023",44,"L6_D_15","L6","Drought","VNIR",0.07804634,0.7239643,-0.08035258,0.6416335,1.4497968
"9/24/2023",44,"L7_D_4","L7","Drought","VNIR",0.079469934,0.73060274,-0.074937336,0.65117466,1.4306481
"9/24/2023",44,"L1_C_19","L1","Control","VNIR",0.08273731,0.77286017,-0.0661196,0.6997952,1.5115985
"9/24/2023",44,"L5_C_7","L5","Control","VNIR",0.0757626,0.7053406,-0.07761047,0.62104386,1.4167467
"9/24/2023",44,"L7_D_19","L7","Drought","VNIR",0.08732667,0.7298495,-0.08806972,0.63803536,1.4454924
"9/24/2023",44,"L6_C_4","L6","Control","VNIR",0.08496936,0.7813208,-0.07138841,0.70404345,1.5187806
"9/24/2023",44,"L7_D_17","L7","Drought","VNIR",0.08629281,0.70287514,-0.095802926,0.6072832,1.4283795
"9/24/2023",44,"L1_D_6","L1","Drought","VNIR",0.07384005,0.7317258,-0.062447555,0.6663376,1.4465177
"9/24/2023",44,"L9_C_18","L9","Control","VNIR",0.08233936,0.77338064,-0.06727294,0.70046914,1.5032625
"9/24/2023",44,"L7_C_17","L7","Control","VNIR",0.086879626,0.7953081,-0.06718656,0.72263837,1.522563
"9/24/2023",44,"L2_C_7","L2","Control","VNIR",0.081633165,0.7624625,-0.07350437,0.6821738,1.4976944
"9/24/2023",44,"L6_C_7","L6","Control","VNIR",0.08493823,0.77529985,-0.070605144,0.69966173,1.5113643
"9/24/2023",44,"L5_C_1","L5","Control","VNIR",0.08031639,0.73049146,-0.07900999,0.64204997,1.4383693
"9/24/2023",44,"L9_D_13","L9","Drought","VNIR",0.08000384,0.65999657,-0.0934645,0.56472653,1.366907
"9/24/2023",44,"L5_D_3","L5","Drought","VNIR",0.08091156,0.6925236,-0.08970045,0.60077244,1.4126447
"9/24/2023",44,"L9_D_14","L9","Drought","VNIR",0.07709303,0.6666789,-0.091355674,0.57220006,1.3808651
"9/24/2023",44,"L5_C_4","L5","Control","VNIR",0.07913146,0.7290388,-0.07615589,0.6437901,1.4404545
"9/24/2023",44,"L3_C_3","L3","Control","VNIR",0.08074005,0.72963,-0.07509806,0.64574903,1.4277678
"9/24/2023",44,"L8_D_19","L8","Drought","VNIR",0.076896355,0.72925794,-0.07356114,0.6497106,1.4569491
"9/24/2023",44,"L4_C_8","L4","Control","VNIR",0.08162079,0.7457908,-0.07518201,0.66190505,1.4715626
"9/24/2023",44,"L5_C_8","L5","Control","VNIR",0.07706993,0.77047145,-0.06567786,0.6982311,1.503397
"9/24/2023",44,"L6_D_1","L6","Drought","VNIR",0.08097858,0.7086454,-0.08921163,0.61664444,1.4336355
"9/24/2023",44,"L9_D_16","L9","Drought","VNIR",0.077222005,0.7058081,-0.07931714,0.622495,1.4160559
"9/24/2023",44,"L7_C_16","L7","Control","VNIR",0.08768678,0.6814753,-0.09339967,0.5817184,1.3635727
"9/24/2023",44,"L1_C_17","L1","Control","VNIR",0.07973203,0.7691129,-0.065157294,0.69882745,1.4984481
"9/24/2023",44,"L4_D_7","L4","Drought","VNIR",0.0686523,0.67165005,-0.075458184,0.5992486,1.3743119
"9/24/2023",44,"L2_D_3","L2","Drought","VNIR",0.0772395,0.65294063,-0.093670435,0.5596493,1.3501986
"9/24/2023",44,"L2_D_6","L2","Drought","VNIR",0.07463507,0.6517368,-0.08840676,0.56791824,1.3776681
"9/24/2023",44,"L8_D_14","L8","Drought","VNIR",0.075468786,0.687164,-0.083209515,0.6015159,1.3919644
"9/24/2023",44,"L2_C_2","L2","Control","VNIR",0.081895284,0.7392879,-0.07401546,0.6573946,1.451818
"9/24/2023",44,"L8_C_20","L8","Control","VNIR",0.081247926,0.7508822,-0.07284456,0.67291576,1.4990487
"9/24/2023",44,"L7_D_20","L7","Drought","VNIR",0.06602034,0.62100476,-0.08006811,0.5401708,1.3060198
"9/24/2023",44,"L4_D_8","L4","Drought","VNIR",0.071569726,0.6445886,-0.09046019,0.5543343,1.3440617
"9/24/2023",44,"L3_D_8","L3","Drought","VNIR",0.07454396,0.7085525,-0.080184415,0.6246232,1.4394505
"9/24/2023",44,"L8_D_2","L8","Drought","VNIR",0.07403987,0.727674,-0.068056755,0.65398115,1.4343252
"9/24/2023",44,"L8_C_17","L8","Control","VNIR",0.0770112,0.72629935,-0.07442501,0.6447048,1.4526564
"9/24/2023",44,"L6_C_8","L6","Control","VNIR",0.08565618,0.7863669,-0.06664626,0.7125019,1.5150179
"9/24/2023",44,"L1_C_15","L1","Control","VNIR",0.084015846,0.7694067,-0.07248398,0.6887164,1.5122515
"9/24/2023",44,"L8_C_5","L8","Control","VNIR",0.07983935,0.75310373,-0.071523406,0.67174155,1.4783069
"9/24/2023",44,"L6_C_5","L6","Control","VNIR",0.08551324,0.7511155,-0.07675311,0.669627,1.481173
"9/24/2023",44,"L6_D_10","L6","Drought","VNIR",0.07811219,0.7014594,-0.08286746,0.61777633,1.4277824
"9/24/2023",44,"L8_C_6","L8","Control","VNIR",0.082728684,0.7383858,-0.08043506,0.6526704,1.4927065
"9/24/2023",44,"L2_D_1","L2","Drought","VNIR",0.0787945,0.67557085,-0.09126303,0.57379144,1.3709399
"9/24/2023",44,"L4_D_9","L4","Drought","VNIR",0.071350865,0.6388724,-0.08096467,0.55193657,1.3220006
"9/24/2023",44,"L5_C_2","L5","Control","VNIR",0.07703986,0.7728021,-0.062212363,0.70330507,1.4968181
"9/24/2023",44,"L4_D_3","L4","Drought","VNIR",0.07116715,0.66167057,-0.08178405,0.57511896,1.349962
"9/24/2023",44,"L9_C_5","L9","Control","VNIR",0.07733113,0.7289349,-0.074808724,0.64862865,1.4580855
"9/24/2023",44,"L3_C_7","L3","Control","VNIR",0.073723525,0.7641225,-0.065607354,0.69222534,1.510298
"9/24/2023",44,"L7_D_1","L7","Drought","VNIR",0.083421245,0.6553407,-0.09496202,0.55284613,1.3343414
"9/24/2023",44,"L3_C_9","L3","Control","VNIR",0.07978434,0.7629445,-0.07443921,0.68154824,1.5121325
"9/24/2023",44,"L3_D_9","L3","Drought","VNIR",0.07559737,0.71494716,-0.082797125,0.62835485,1.4349895
"9/24/2023",44,"L6_C_12","L6","Control","VNIR",0.08268551,0.7758239,-0.06627714,0.70305544,1.4916149
"9/24/2023",44,"L5_D_7","L5","Drought","VNIR",0.07228511,0.6757216,-0.0815629,0.59413004,1.3773112
"9/24/2023",44,"L1_C_11","L1","Control","VNIR",0.07426684,0.7429306,-0.062317666,0.6767938,1.476784
"9/24/2023",44,"L7_C_6","L7","Control","VNIR",0.08579115,0.77675885,-0.07187508,0.697768,1.5093439
"9/24/2023",44,"L3_C_5","L3","Control","VNIR",0.07440046,0.7662933,-0.06293775,0.6972527,1.5092995
"9/24/2023",44,"L6_C_10","L6","Control","VNIR",0.081260696,0.7701975,-0.07091238,0.69365615,1.5023198
"9/24/2023",44,"L8_D_18","L8","Drought","VNIR",0.07249075,0.6622184,-0.087349206,0.5776355,1.3744057
"9/24/2023",44,"L3_C_8","L3","Control","VNIR",0.075684406,0.754224,-0.06627373,0.6838606,1.4913571
"9/24/2023",44,"L8_C_1","L8","Control","VNIR",0.079679295,0.7669269,-0.068137914,0.69393086,1.5194488
"9/24/2023",44,"L6_C_9","L6","Control","VNIR",0.08493265,0.77638644,-0.070743605,0.6988706,1.4987388
"9/24/2023",44,"L7_C_8","L7","Control","VNIR",0.08230088,0.7500768,-0.075417764,0.6667144,1.479104
"9/24/2023",44,"L1_D_2","L1","Drought","VNIR",0.07501546,0.72939306,-0.06722881,0.6569471,1.4362855
"9/24/2023",44,"L9_C_1","L9","Control","VNIR",0.08093079,0.73364216,-0.07588046,0.65022546,1.4578749
"9/24/2023",44,"L4_C_9","L4","Control","VNIR",0.07821982,0.7191543,-0.07666139,0.6322363,1.4375278
"9/24/2023",44,"L9_D_19","L9","Drought","VNIR",0.080037355,0.70163006,-0.081019126,0.616199,1.4085673
"9/24/2023",44,"L1_D_5","L1","Drought","VNIR",0.07319328,0.7275822,-0.06629812,0.6572697,1.4374655
"9/24/2023",44,"L1_C_6","L1","Control","VNIR",0.08229153,0.76703745,-0.06684466,0.69425225,1.5104518
"9/24/2023",44,"L6_C_6","L6","Control","VNIR",0.07938214,0.77442867,-0.06250711,0.7059674,1.4933814
"9/24/2023",44,"L8_C_3","L8","Control","VNIR",0.0773072,0.75126207,-0.06389183,0.68313694,1.4758997
"9/24/2023",44,"L7_D_13","L7","Drought","VNIR",0.06907508,0.6495473,-0.07796048,0.5681445,1.325048
"9/24/2023",44,"L6_D_2","L6","Drought","VNIR",0.082482874,0.7106604,-0.08412087,0.6235602,1.4372392
"9/24/2023",44,"L1_C_18","L1","Control","VNIR",0.080877945,0.7166701,-0.086408384,0.6241886,1.4526608
"9/24/2023",44,"L9_D_6","L9","Drought","VNIR",0.07880619,0.6977592,-0.08812361,0.6060793,1.4180166
"9/24/2023",44,"L1_D_13","L1","Drought","VNIR",0.07322357,0.6360405,-0.08958379,0.5492608,1.3421371
"9/24/2023",44,"L1_D_18","L1","Drought","VNIR",0.070543766,0.6529017,-0.08942563,0.5605941,1.3565515
"9/24/2023",44,"L9_D_10","L9","Drought","VNIR",0.07200909,0.66071784,-0.08487115,0.5751052,1.3716427
"9/24/2023",44,"L2_C_1","L2","Control","VNIR",0.085851334,0.7172259,-0.08453882,0.6254906,1.4258251
"9/24/2023",44,"L6_C_2","L6","Control","VNIR",0.08318464,0.7693032,-0.06994547,0.69210654,1.5035429
"9/24/2023",44,"L9_C_12","L9","Control","VNIR",0.084611684,0.74893016,-0.07845693,0.664445,1.4645976
"9/24/2023",44,"L1_D_12","L1","Drought","VNIR",0.07496622,0.643055,-0.0929245,0.5507514,1.3516706
"9/24/2023",44,"L5_D_6","L5","Drought","VNIR",0.07732375,0.72764844,-0.07549971,0.64859974,1.4375796
"9/24/2023",44,"L8_D_12","L8","Drought","VNIR",0.074916,0.66576964,-0.08867431,0.5717588,1.3681632
"9/24/2023",44,"L6_C_3","L6","Control","VNIR",0.07900939,0.7540611,-0.06667263,0.68200594,1.4873606
"9/24/2023",44,"L2_C_8","L2","Control","VNIR",0.08027619,0.72309273,-0.0772488,0.6366565,1.4385513
"9/24/2023",44,"L6_C_11","L6","Control","VNIR",0.08030927,0.77375233,-0.06352605,0.7038107,1.4919502
"9/24/2023",44,"L8_D_20","L8","Drought","VNIR",0.0706356,0.6611239,-0.08530675,0.5740778,1.3782904
"9/24/2023",44,"L7_C_18","L7","Control","VNIR",0.08290811,0.70006853,-0.08873944,0.6012641,1.3961151
"9/24/2023",44,"L3_D_6","L3","Drought","VNIR",0.07358856,0.71988636,-0.07379766,0.64346874,1.4347425
"9/24/2023",44,"L1_D_11","L1","Drought","VNIR",0.071567446,0.7236144,-0.06325921,0.6560893,1.4318253
"9/24/2023",44,"L7_C_19","L7","Control","VNIR",0.07824761,0.72255015,-0.07434864,0.6364284,1.42262
"9/24/2023",44,"L9_D_3","L9","Drought","VNIR",0.070994124,0.6584228,-0.08658673,0.5684188,1.3634582
"9/24/2023",44,"L3_D_1","L3","Drought","VNIR",0.06843917,0.69837993,-0.0720906,0.6242411,1.4132664
"9/24/2023",44,"L1_D_17","L1","Drought","VNIR",0.07312355,0.72938895,-0.06305691,0.66026324,1.4316304
"9/24/2023",44,"L7_D_6","L7","Drought","VNIR",0.07589664,0.62611234,-0.094102465,0.5359491,1.309934
"9/24/2023",44,"L9_C_17","L9","Control","VNIR",0.07946091,0.74579316,-0.07033991,0.6664768,1.4737408
"9/24/2023",44,"L7_D_16","L7","Drought","VNIR",0.076446004,0.65165037,-0.08917535,0.5529327,1.3235753
"9/24/2023",44,"L1_C_2","L1","Control","VNIR",0.07588094,0.772141,-0.058094703,0.70751506,1.4961529
"9/24/2023",44,"L8_D_9","L8","Drought","VNIR",0.07718989,0.72642684,-0.07317311,0.6490996,1.4436018
"9/24/2023",44,"L8_C_18","L8","Control","VNIR",0.08070127,0.75292003,-0.07388823,0.67092234,1.4789939
"9/24/2023",44,"L7_C_2","L7","Control","VNIR",0.08157923,0.76372904,-0.06833849,0.6897481,1.4957576
"9/24/2023",44,"L7_C_9","L7","Control","VNIR",0.08142614,0.7082909,-0.08392699,0.6135039,1.4048147
"9/24/2023",44,"L1_C_1","L1","Control","VNIR",0.08094916,0.74597543,-0.07488066,0.6625842,1.4728744
"9/24/2023",44,"L2_C_9","L2","Control","VNIR",0.08425682,0.7446624,-0.079760455,0.6546428,1.4677019
"9/24/2023",44,"L9_D_5","L9","Drought","VNIR",0.077898026,0.6605335,-0.09320131,0.57037574,1.3693417
"9/24/2023",44,"L4_C_6","L4","Control","VNIR",0.079416186,0.7257758,-0.07901166,0.63845664,1.4365077
"9/24/2023",44,"L6_D_9","L6","Drought","VNIR",0.07581035,0.6896181,-0.08358303,0.60467285,1.4078943
"9/24/2023",44,"L3_C_1","L3","Control","VNIR",0.08210738,0.78176343,-0.06683135,0.70711637,1.51785
"9/24/2023",44,"L1_D_10","L1","Drought","VNIR",0.07148664,0.7130181,-0.06515416,0.642289,1.4148746
"9/24/2023",44,"L8_D_4","L8","Drought","VNIR",0.07770309,0.6623912,-0.093446456,0.5659542,1.3637928
"9/24/2023",44,"L7_D_2","L7","Drought","VNIR",0.08535515,0.6880035,-0.09905166,0.58167005,1.3977803
"9/24/2023",44,"L9_C_19","L9","Control","VNIR",0.074570075,0.7036955,-0.07660427,0.6166295,1.4133445
"9/24/2023",44,"L3_C_6","L3","Control","VNIR",0.08007159,0.78399146,-0.067683145,0.7098652,1.5247145
"9/24/2023",44,"L6_D_12","L6","Drought","VNIR",0.079080164,0.7146061,-0.081917986,0.62773657,1.4261651
"9/24/2023",44,"L7_D_10","L7","Drought","VNIR",0.076262675,0.6384848,-0.092277765,0.5460133,1.3240345
"9/24/2023",44,"L5_D_8","L5","Drought","VNIR",0.07479018,0.655472,-0.08910397,0.56315684,1.3570725
"9/24/2023",44,"L7_C_4","L7","Control","VNIR",0.079161316,0.67780364,-0.090020046,0.57838506,1.3660523
"9/24/2023",44,"L2_D_2","L2","Drought","VNIR",0.078975216,0.68275005,-0.09150661,0.5900449,1.3900641
"9/24/2023",44,"L7_D_14","L7","Drought","VNIR",0.07307157,0.63467526,-0.08647221,0.55122477,1.3111538
"9/24/2023",44,"L1_C_4","L1","Control","VNIR",0.07711205,0.7522658,-0.063737914,0.6819755,1.4867018
"9/24/2023",44,"L2_D_5","L2","Drought","VNIR",0.07317675,0.6376712,-0.08911455,0.547179,1.3283601
"9/24/2023",44,"L8_D_6","L8","Drought","VNIR",0.07548691,0.67999226,-0.08781686,0.5883914,1.3857113
"9/24/2023",44,"L7_C_11","L7","Control","VNIR",0.08582703,0.6885058,-0.09379492,0.5844101,1.3816924
"9/24/2023",44,"L8_C_4","L8","Control","VNIR",0.07590223,0.7645577,-0.058910336,0.700106,1.487793
"9/24/2023",44,"L3_D_4","L3","Drought","VNIR",0.0765222,0.70771676,-0.08345471,0.6214525,1.4259042
"9/24/2023",44,"L2_C_3","L2","Control","VNIR",0.08164228,0.74039423,-0.07572821,0.652781,1.4620857
"9/24/2023",44,"L6_D_11","L6","Drought","VNIR",0.0835857,0.70566964,-0.08966188,0.6113273,1.4141886
"9/24/2023",44,"L7_C_5","L7","Control","VNIR",0.08433463,0.7829607,-0.068070985,0.70762646,1.4992744
"9/24/2023",44,"L4_C_7","L4","Control","VNIR",0.07631159,0.71332324,-0.07627961,0.6257624,1.4218781
"9/24/2023",44,"L8_C_11","L8","Control","VNIR",0.07636691,0.75286025,-0.06898652,0.67510206,1.4787982
"9/24/2023",44,"L1_C_5","L1","Control","VNIR",0.07388929,0.73216254,-0.068267874,0.6582133,1.4612108
"9/24/2023",44,"L1_C_10","L1","Control","VNIR",0.07582312,0.71584153,-0.07653776,0.6320555,1.4420309
"9/24/2023",44,"L8_C_10","L8","Control","VNIR",0.08040899,0.73329854,-0.07737806,0.6478543,1.4676676
"9/24/2023",44,"L5_D_9","L5","Drought","VNIR",0.06550498,0.6269799,-0.083056055,0.54272634,1.3279527
"9/24/2023",44,"L2_D_9","L2","Drought","VNIR",0.07863181,0.66951704,-0.08702189,0.57830745,1.3641987
"9/24/2023",44,"L9_D_9","L9","Drought","VNIR",0.081748635,0.6724441,-0.096469864,0.57812905,1.3888204
"9/24/2023",44,"L1_D_15","L1","Drought","VNIR",0.06701729,0.6441314,-0.0762757,0.5672542,1.3405147
"9/24/2023",44,"L6_D_6","L6","Drought","VNIR",0.08157715,0.70746446,-0.081570014,0.6233407,1.4084057
"9/24/2023",44,"L1_D_8","L1","Drought","VNIR",0.07496449,0.71848136,-0.067544684,0.64634776,1.43262
"9/24/2023",44,"L7_D_7","L7","Drought","VNIR",0.08307048,0.7266458,-0.0820319,0.6398727,1.4196651
"9/24/2023",44,"L7_C_12","L7","Control","VNIR",0.08843204,0.7969708,-0.06998537,0.7182579,1.5305828
"9/24/2023",44,"L5_C_9","L5","Control","VNIR",0.08789647,0.737431,-0.0852707,0.6389743,1.4556382
"9/24/2023",44,"L8_D_8","L8","Drought","VNIR",0.07845742,0.7387617,-0.06996562,0.664737,1.4532638
"9/24/2023",44,"L1_D_20","L1","Drought","VNIR",0.07159237,0.71294016,-0.06606957,0.6443551,1.4187036
"9/24/2023",44,"L9_C_15","L9","Control","VNIR",0.07896736,0.717654,-0.0769413,0.63634104,1.4343144
"9/24/2023",44,"L7_C_3","L7","Control","VNIR",0.08385577,0.7755897,-0.06925123,0.6985031,1.5041887
"9/24/2023",44,"L8_C_14","L8","Control","VNIR",0.07659469,0.7717554,-0.05939943,0.70621365,1.490531
"9/24/2023",44,"L3_D_2","L3","Drought","VNIR",0.072063096,0.685515,-0.08336138,0.5928488,1.3962605
"9/24/2023",44,"L6_D_8","L6","Drought","VNIR",0.075056724,0.69764125,-0.0796729,0.6171568,1.413939
"9/24/2023",44,"L8_C_8","L8","Control","VNIR",0.076221906,0.77085054,-0.059373602,0.7042103,1.5002891
"9/24/2023",44,"L7_D_11","L7","Drought","VNIR",0.0803206,0.7066265,-0.08256577,0.62067956,1.4092338
"9/24/2023",44,"L1_D_14","L1","Drought","VNIR",0.07423695,0.72322303,-0.06950301,0.6493183,1.429582
"9/24/2023",44,"L6_C_18","L6","Control","VNIR",0.08479024,0.7818914,-0.06829293,0.706272,1.4971716
"9/24/2023",44,"L8_C_16","L8","Control","VNIR",0.08236018,0.7549279,-0.07430662,0.6734272,1.4730026
"9/24/2023",44,"L9_D_7","L9","Drought","VNIR",0.073897,0.6461542,-0.092815556,0.5553431,1.3497362
"9/24/2023",44,"L5_D_2","L5","Drought","VNIR",0.07480809,0.71639633,-0.07339644,0.63826495,1.4126579
"9/24/2023",44,"L7_C_20","L7","Control","VNIR",0.084808856,0.75408024,-0.07186269,0.6758634,1.4711432
"9/24/2023",44,"L9_C_7","L9","Control","VNIR",0.0717603,0.7171097,-0.06825551,0.6419414,1.4298495
"9/24/2023",44,"L1_C_16","L1","Control","VNIR",0.076909274,0.76474243,-0.061641026,0.6974529,1.4945564
"9/24/2023",44,"L9_D_1","L9","Drought","VNIR",0.084175035,0.7376475,-0.077556655,0.6565729,1.4379513
"9/24/2023",44,"L5_D_4","L5","Drought","VNIR",0.071892746,0.63923323,-0.09215622,0.5434026,1.3445712
"9/24/2023",44,"L9_D_2","L9","Drought","VNIR",0.07589329,0.70139164,-0.07877244,0.6178555,1.4084485
"9/24/2023",44,"L7_C_13","L7","Control","VNIR",0.08402177,0.7233587,-0.079731755,0.63181055,1.4189876
"9/24/2023",44,"L9_C_2","L9","Control","VNIR",0.08204409,0.71977,-0.082452685,0.62976635,1.4431372
"9/24/2023",44,"L8_C_15","L8","Control","VNIR",0.077897504,0.7478584,-0.070416205,0.67240083,1.4738387
"9/24/2023",44,"L1_D_7","L1","Drought","VNIR",0.075444154,0.72474694,-0.06839947,0.652259,1.4452049
"9/24/2023",44,"L7_C_14","L7","Control","VNIR",0.0837065,0.7866306,-0.06401426,0.7152195,1.5046941
"9/24/2023",44,"L7_D_12","L7","Drought","VNIR",0.07576974,0.64995295,-0.08885157,0.5529078,1.3316265
"9/24/2023",44,"L1_C_7","L1","Control","VNIR",0.081416674,0.737051,-0.07815049,0.6491752,1.4622841
"9/24/2023",44,"L7_C_1","L7","Control","VNIR",0.088176645,0.77558404,-0.07442266,0.6932113,1.5026785
"9/24/2023",44,"L6_D_3","L6","Drought","VNIR",0.0840586,0.70460206,-0.08848115,0.6080367,1.4109619
"9/24/2023",44,"L1_D_19","L1","Drought","VNIR",0.078219526,0.6691789,-0.08940636,0.57578737,1.3795484
"9/24/2023",44,"L3_D_3","L3","Drought","VNIR",0.08077101,0.7432119,-0.075881355,0.6632849,1.4671714
"9/24/2023",44,"L2_D_7","L2","Drought","VNIR",0.076293536,0.66716886,-0.090521894,0.5734622,1.3666712
"9/24/2023",44,"L6_D_16","L6","Drought","VNIR",0.07759032,0.71314144,-0.0799114,0.6294163,1.4248873
"9/24/2023",44,"L2_C_4","L2","Control","VNIR",0.08253819,0.7513306,-0.07374606,0.67113,1.4838741
"9/24/2023",44,"L3_C_4","L3","Control","VNIR",0.08357819,0.7207613,-0.07992382,0.62553996,1.4206004
"9/24/2023",44,"L9_D_12","L9","Drought","VNIR",0.080073245,0.70496523,-0.08184975,0.62218136,1.4116461
"9/24/2023",44,"L9_C_6","L9","Control","VNIR",0.07583151,0.7320514,-0.07037077,0.6566468,1.4497089
"9/24/2023",44,"L9_C_3","L9","Control","VNIR",0.0799134,0.7300779,-0.07721451,0.64829504,1.4652296
"9/24/2023",44,"L8_D_7","L8","Drought","VNIR",0.0702102,0.70286405,-0.065476544,0.634264,1.4143151
"9/24/2023",44,"L8_D_3","L8","Drought","VNIR",0.07069618,0.6873854,-0.07625935,0.60931987,1.3965786
"10/1/2023",51,"L4_C_5","L4","Control","VNIR",0.07400344,0.7205715,-0.07187206,0.64624995,1.416536
"10/1/2023",51,"L9_C_4","L9","Control","VNIR",0.08096728,0.7827496,-0.06036715,0.72315246,1.5164171
"10/1/2023",51,"L8_C_17","L8","Control","VNIR",0.079485685,0.73804766,-0.07700208,0.6566652,1.4467713
"10/1/2023",51,"L7_D_12","L7","Drought","VNIR",0.07543582,0.6631458,-0.096496694,0.55662674,1.338983
"10/1/2023",51,"L5_C_2","L5","Control","VNIR",0.076385565,0.77266395,-0.0604273,0.71185625,1.4911929
"10/1/2023",51,"L1_D_18","L1","Drought","VNIR",0.06780469,0.6495347,-0.08918996,0.5661141,1.3263894
"10/1/2023",51,"L7_C_19","L7","Control","VNIR",0.08173551,0.7324163,-0.081142716,0.6428141,1.4165435
"10/1/2023",51,"L5_D_8","L5","Drought","VNIR",0.072882,0.66617996,-0.0927706,0.57487667,1.3582618
"10/1/2023",51,"L4_D_6","L4","Drought","VNIR",0.07017205,0.6656483,-0.08784686,0.5837782,1.3565624
"10/1/2023",51,"L9_C_7","L9","Control","VNIR",0.075092785,0.7285009,-0.0750545,0.6498678,1.4260802
"10/1/2023",51,"L8_D_14","L8","Drought","VNIR",0.07754171,0.7139936,-0.07507484,0.64115304,1.403561
"10/1/2023",51,"L1_D_9","L1","Drought","VNIR",0.071483314,0.73786706,-0.057178117,0.68273664,1.444699
"10/1/2023",51,"L1_D_12","L1","Drought","VNIR",0.07543501,0.6523033,-0.10022569,0.5580437,1.346725
"10/1/2023",51,"L9_C_6","L9","Control","VNIR",0.07501811,0.73679996,-0.07320253,0.65937155,1.438535
"10/1/2023",51,"L8_D_13","L8","Drought","VNIR",0.07105957,0.7118203,-0.06858421,0.6458251,1.4129894
"10/1/2023",51,"L6_C_8","L6","Control","VNIR",0.08204949,0.8007584,-0.05583635,0.7424195,1.528431
"10/1/2023",51,"L7_C_6","L7","Control","VNIR",0.08458016,0.8019261,-0.05984437,0.73857373,1.5129173
"10/1/2023",51,"L3_C_1","L3","Control","VNIR",0.07253521,0.7598373,-0.060286667,0.69942415,1.4918361
"10/1/2023",51,"L8_C_14","L8","Control","VNIR",0.07473317,0.7660214,-0.0599242,0.7059258,1.4951892
"10/1/2023",51,"L5_D_7","L5","Drought","VNIR",0.076771736,0.6896342,-0.0877078,0.60196555,1.3764143
"10/1/2023",51,"L2_C_4","L2","Control","VNIR",0.081196554,0.7546474,-0.07507092,0.6694474,1.4626963
"10/1/2023",51,"L9_C_13","L9","Control","VNIR",0.07606095,0.72641987,-0.07907973,0.64394414,1.4248383
"10/1/2023",51,"L7_D_13","L7","Drought","VNIR",0.07601773,0.6640376,-0.09055666,0.5632409,1.3298886
"10/1/2023",51,"L1_D_2","L1","Drought","VNIR",0.07125978,0.7352919,-0.06105238,0.67700356,1.4359758
"10/1/2023",51,"L8_C_2","L8","Control","VNIR",0.07520214,0.74784064,-0.063465066,0.6842777,1.465216
"10/1/2023",51,"L1_D_16","L1","Drought","VNIR",0.081036985,0.65715736,-0.101841114,0.5608013,1.3450633
"10/1/2023",51,"L7_C_20","L7","Control","VNIR",0.07766076,0.77652603,-0.057274748,0.7189739,1.4911706
"10/1/2023",51,"L6_C_10","L6","Control","VNIR",0.0794546,0.7843735,-0.065226205,0.71648085,1.5181293
"10/1/2023",51,"L1_D_10","L1","Drought","VNIR",0.07404975,0.72389513,-0.07260221,0.64788884,1.4259124
"10/1/2023",51,"L7_C_3","L7","Control","VNIR",0.07993676,0.79662526,-0.055823404,0.7383177,1.5102434
"10/1/2023",51,"L7_D_14","L7","Drought","VNIR",0.076431304,0.6484338,-0.10085097,0.54548526,1.3106871
"10/1/2023",51,"L9_D_11","L9","Drought","VNIR",0.080691665,0.7114536,-0.07990026,0.6295081,1.3983241
"10/1/2023",51,"L1_D_3","L1","Drought","VNIR",0.073154785,0.73427933,-0.06271164,0.6729366,1.4420549
"10/1/2023",51,"L1_C_8","L1","Control","VNIR",0.07737742,0.7857715,-0.05698068,0.7256094,1.5200539
"10/1/2023",51,"L7_C_5","L7","Control","VNIR",0.079611905,0.7893306,-0.0611879,0.7253077,1.5080143
"10/1/2023",51,"L6_C_13","L6","Control","VNIR",0.07527551,0.76672107,-0.06412293,0.69920987,1.4948268
"10/1/2023",51,"L1_C_13","L1","Control","VNIR",0.06971879,0.760463,-0.054427158,0.7041507,1.4967918
"10/1/2023",51,"L6_D_18","L6","Drought","VNIR",0.07862292,0.7182386,-0.081177294,0.6366471,1.4137127
"10/1/2023",51,"L7_C_14","L7","Control","VNIR",0.08221131,0.785179,-0.06142631,0.7201245,1.4949435
"10/1/2023",51,"L9_D_3","L9","Drought","VNIR",0.07691351,0.67348206,-0.09539391,0.56882936,1.3631305
"10/1/2023",51,"L9_C_19","L9","Control","VNIR",0.07573904,0.7124825,-0.07803531,0.62335247,1.4021894
"10/1/2023",51,"L3_C_6","L3","Control","VNIR",0.07066113,0.7659694,-0.059263017,0.7046455,1.5096065
"10/1/2023",51,"L7_C_17","L7","Control","VNIR",0.08159557,0.7845862,-0.06407414,0.7164541,1.5027404
"10/1/2023",51,"L6_C_14","L6","Control","VNIR",0.0794826,0.7835764,-0.06360016,0.715884,1.5109518
"10/1/2023",51,"L1_C_16","L1","Control","VNIR",0.07167099,0.7613231,-0.05957582,0.69984484,1.4998274
