"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","SWIR_Plant_WATER","SWIR_Plant_LWVI2"
"9/10/2023",30,"L8_C_17","L8","Control","SWIR",0.40332457,0.017096138
"9/10/2023",30,"L8_C_4","L8","Control","SWIR",0.40140226,0.01497019
"9/10/2023",30,"L6_D_12","L6","Drought","SWIR",0.4089983,0.018858485
"9/10/2023",30,"L1_C_8","L1","Control","SWIR",0.39289442,0.016807498
"9/10/2023",30,"L1_C_9","L1","Control","SWIR",0.36568102,0.017095916
"9/10/2023",30,"L8_C_2","L8","Control","SWIR",0.42163414,0.020215968
"9/10/2023",30,"L3_C_8","L3","Control","SWIR",0.40239492,0.017664367
"9/10/2023",30,"L7_D_14","L7","Drought","SWIR",0.4571628,0.014213673
"9/10/2023",30,"L8_C_18","L8","Control","SWIR",0.4255677,0.017819514
"9/10/2023",30,"L9_D_11","L9","Drought","SWIR",0.3867982,0.01902553
"9/10/2023",30,"L9_C_5","L9","Control","SWIR",0.43062112,0.01700514
"9/10/2023",30,"L9_D_18","L9","Drought","SWIR",0.4581442,0.014508674
"9/10/2023",30,"L6_D_2","L6","Drought","SWIR",0.43596694,0.017190136
"9/10/2023",30,"L8_C_10","L8","Control","SWIR",0.47697183,0.013003998
"9/10/2023",30,"L6_C_13","L6","Control","SWIR",0.39408156,0.022592532
"9/10/2023",30,"L2_C_9","L2","Control","SWIR",0.41938558,0.020697288
"9/10/2023",30,"L6_C_16","L6","Control","SWIR",0.35402262,0.026835352
"9/10/2023",30,"L6_C_17","L6","Control","SWIR",0.39120448,0.01993857
"9/10/2023",30,"L6_C_14","L6","Control","SWIR",0.36983424,0.021311363
"9/10/2023",30,"L2_D_7","L2","Drought","SWIR",0.39473888,0.021687392
"9/10/2023",30,"L1_D_3","L1","Drought","SWIR",0.4354017,0.01957967
"9/10/2023",30,"L9_D_20","L9","Drought","SWIR",0.38355017,0.02168401
"9/10/2023",30,"L9_D_12","L9","Drought","SWIR",0.45522898,0.017064791
"9/10/2023",30,"L9_C_12","L9","Control","SWIR",0.41406247,0.020295471
"9/10/2023",30,"L4_C_2","L4","Control","SWIR",0.40879786,0.017324403
"9/10/2023",30,"L8_C_5","L8","Control","SWIR",0.41338065,0.01806568
"9/10/2023",30,"L9_C_2","L9","Control","SWIR",0.45239604,0.01706368
"9/10/2023",30,"L7_C_12","L7","Control","SWIR",0.38948464,0.023926651
"9/10/2023",30,"L5_D_5","L5","Drought","SWIR",0.3794474,0.02204428
"9/10/2023",30,"L3_D_4","L3","Drought","SWIR",0.37767264,0.021508291
"9/10/2023",30,"L8_C_6","L8","Control","SWIR",0.41595232,0.020123933
"9/10/2023",30,"L5_D_1","L5","Drought","SWIR",0.4031537,0.01819265
"9/10/2023",30,"L6_D_1","L6","Drought","SWIR",0.42273733,0.014415596
"9/10/2023",30,"L3_D_3","L3","Drought","SWIR",0.3969576,0.020266965
"9/10/2023",30,"L1_C_11","L1","Control","SWIR",0.38568467,0.015837207
"9/10/2023",30,"L4_C_1","L4","Control","SWIR",0.40106937,0.018913027
"9/10/2023",30,"L3_D_6","L3","Drought","SWIR",0.3711804,0.022447845
"9/10/2023",30,"L4_C_8","L4","Control","SWIR",0.38748768,0.018800912
"9/10/2023",30,"L7_D_12","L7","Drought","SWIR",0.38224488,0.018639382
"9/10/2023",30,"L5_D_2","L5","Drought","SWIR",0.37730786,0.02318689
"9/10/2023",30,"L2_D_8","L2","Drought","SWIR",0.3881458,0.023832673
"9/10/2023",30,"L8_D_11","L8","Drought","SWIR",0.3893011,0.018956851
"9/10/2023",30,"L1_D_15","L1","Drought","SWIR",0.40887472,0.01834542
"9/10/2023",30,"L3_C_7","L3","Control","SWIR",0.36963108,0.023838012
"9/10/2023",30,"L8_C_13","L8","Control","SWIR",0.3706033,0.023136463
"9/10/2023",30,"L2_C_8","L2","Control","SWIR",0.40246812,0.020901171
"9/10/2023",30,"L6_D_3","L6","Drought","SWIR",0.38055682,0.019253967
"9/10/2023",30,"L3_D_5","L3","Drought","SWIR",0.40772203,0.019984024
"9/10/2023",30,"L6_D_9","L6","Drought","SWIR",0.37259552,0.019163217
"9/10/2023",30,"L1_D_9","L1","Drought","SWIR",0.35000286,0.018741468
"9/10/2023",30,"L2_D_5","L2","Drought","SWIR",0.40097922,0.019599488
"9/10/2023",30,"L2_C_2","L2","Control","SWIR",0.39312842,0.021240562
"9/10/2023",30,"L5_C_5","L5","Control","SWIR",0.36245456,0.021651478
"9/10/2023",30,"L1_D_16","L1","Drought","SWIR",0.4304337,0.01750677
"9/10/2023",30,"L1_C_14","L1","Control","SWIR",0.35906926,0.020919466
"9/10/2023",30,"L6_D_4","L6","Drought","SWIR",0.40846658,0.018926205
"9/10/2023",30,"L7_C_10","L7","Control","SWIR",0.3799908,0.021810949
"9/10/2023",30,"L7_C_4","L7","Control","SWIR",0.39896372,0.014202453
"9/10/2023",30,"L7_C_1","L7","Control","SWIR",0.36059472,0.025706157
"9/10/2023",30,"L9_D_14","L9","Drought","SWIR",0.4072068,0.02010686
"9/10/2023",30,"L9_D_13","L9","Drought","SWIR",0.38718963,0.02122369
"9/10/2023",30,"L1_D_17","L1","Drought","SWIR",0.3373086,0.01883232
"9/10/2023",30,"L9_D_19","L9","Drought","SWIR",0.3827033,0.018118951
"9/10/2023",30,"L6_D_17","L6","Drought","SWIR",0.38719594,0.018699205
"9/10/2023",30,"L8_D_13","L8","Drought","SWIR",0.3607037,0.019980464
"9/10/2023",30,"L5_D_9","L5","Drought","SWIR",0.3963479,0.0204529
"9/10/2023",30,"L7_D_11","L7","Drought","SWIR",0.3754668,0.020357056
"9/10/2023",30,"L1_C_5","L1","Control","SWIR",0.40720877,0.019798385
"9/10/2023",30,"L4_D_9","L4","Drought","SWIR",0.37409756,0.023941832
"9/10/2023",30,"L1_D_6","L1","Drought","SWIR",0.34056076,0.024814095
"9/10/2023",30,"L3_C_2","L3","Control","SWIR",0.360452,0.022183824
"9/10/2023",30,"L8_D_1","L8","Drought","SWIR",0.4029799,0.019664139
"9/10/2023",30,"L6_C_7","L6","Control","SWIR",0.37998146,0.021128198
"9/10/2023",30,"L9_C_9","L9","Control","SWIR",0.40458155,0.020680469
"9/10/2023",30,"L7_C_11","L7","Control","SWIR",0.39168268,0.019238126
"9/10/2023",30,"L7_C_8","L7","Control","SWIR",0.38966978,0.019053293
"9/10/2023",30,"L8_D_6","L8","Drought","SWIR",0.40132838,0.018769586
"9/10/2023",30,"L5_C_4","L5","Control","SWIR",0.36096415,0.022588233
"9/10/2023",30,"L9_D_7","L9","Drought","SWIR",0.43165505,0.015694438
"9/10/2023",30,"L1_D_19","L1","Drought","SWIR",0.38225353,0.016480884
"9/10/2023",30,"L2_C_7","L2","Control","SWIR",0.36107808,0.02045004
"9/10/2023",30,"L9_D_5","L9","Drought","SWIR",0.42196968,0.02063042
"9/10/2023",30,"L7_D_17","L7","Drought","SWIR",0.46713462,0.022006534
"9/10/2023",30,"L1_C_12","L1","Control","SWIR",0.3617997,0.01691053
"9/10/2023",30,"L8_D_17","L8","Drought","SWIR",0.37966216,0.019016288
"9/10/2023",30,"L6_C_12","L6","Control","SWIR",0.3688524,0.023032583
"9/10/2023",30,"L4_C_5","L4","Control","SWIR",0.38317433,0.023172101
"9/10/2023",30,"L6_D_7","L6","Drought","SWIR",0.39863855,0.01897787
"9/10/2023",30,"L6_C_18","L6","Control","SWIR",0.375075,0.021982493
"9/10/2023",30,"L1_D_12","L1","Drought","SWIR",0.40139347,0.01751455
"9/10/2023",30,"L1_D_11","L1","Drought","SWIR",0.35811588,0.01937409
"9/10/2023",30,"L8_D_18","L8","Drought","SWIR",0.3907668,0.020693185
"9/10/2023",30,"L9_C_3","L9","Control","SWIR",0.42253232,0.019987188
"9/10/2023",30,"L5_D_3","L5","Drought","SWIR",0.38125145,0.018618977
"9/10/2023",30,"L8_D_5","L8","Drought","SWIR",0.37356597,0.021837711
"9/10/2023",30,"L1_D_20","L1","Drought","SWIR",0.35568416,0.01883586
"9/10/2023",30,"L8_D_3","L8","Drought","SWIR",0.38181436,0.024386121
"9/10/2023",30,"L9_C_4","L9","Control","SWIR",0.37757966,0.019453907
"9/10/2023",30,"L4_C_7","L4","Control","SWIR",0.36890814,0.01904331
"9/10/2023",30,"L9_D_2","L9","Drought","SWIR",0.37900582,0.020044664
"9/10/2023",30,"L3_C_3","L3","Control","SWIR",0.3753799,0.017499467
"9/10/2023",30,"L5_C_3","L5","Control","SWIR",0.3746976,0.020647282
"9/10/2023",30,"L7_D_6","L7","Drought","SWIR",0.4320547,0.016509308
"9/10/2023",30,"L9_C_1","L9","Control","SWIR",0.42176807,0.014271854
"9/10/2023",30,"L8_D_16","L8","Drought","SWIR",0.33357188,0.024814898
"9/10/2023",30,"L5_C_7","L5","Control","SWIR",0.4240263,0.016909963
"9/10/2023",30,"L5_D_4","L5","Drought","SWIR",0.3676858,0.023042291
"9/10/2023",30,"L7_D_3","L7","Drought","SWIR",0.39490858,0.019894062
"9/10/2023",30,"L9_D_8","L9","Drought","SWIR",0.39531124,0.018202549
"9/10/2023",30,"L4_D_5","L4","Drought","SWIR",0.3981277,0.021452295
"9/10/2023",30,"L1_D_10","L1","Drought","SWIR",0.35900646,0.020562885
"9/10/2023",30,"L4_D_4","L4","Drought","SWIR",0.37719554,0.022162851
"9/10/2023",30,"L9_D_17","L9","Drought","SWIR",0.40413845,0.022006553
"9/10/2023",30,"L2_D_6","L2","Drought","SWIR",0.3943063,0.020572443
"9/10/2023",30,"L6_C_6","L6","Control","SWIR",0.3893202,0.01857538
"9/10/2023",30,"L6_D_6","L6","Drought","SWIR",0.38047153,0.023509119
"9/10/2023",30,"L7_D_10","L7","Drought","SWIR",0.40005222,0.020127594
"9/10/2023",30,"L9_C_13","L9","Control","SWIR",0.41266528,0.01580026
"9/10/2023",30,"L9_D_4","L9","Drought","SWIR",0.34555697,0.023213439
"9/10/2023",30,"L9_D_15","L9","Drought","SWIR",0.383201,0.022966228
"9/10/2023",30,"L8_C_11","L8","Control","SWIR",0.36536363,0.02554246
"9/10/2023",30,"L8_C_7","L8","Control","SWIR",0.37286204,0.02477416
"9/10/2023",30,"L6_C_11","L6","Control","SWIR",0.33620235,0.027952885
"9/10/2023",30,"L6_D_13","L6","Drought","SWIR",0.3535452,0.021566136
"9/10/2023",30,"L3_D_8","L3","Drought","SWIR",0.3973973,0.017281575
"9/10/2023",30,"L5_D_7","L5","Drought","SWIR",0.3759652,0.021554105
"9/10/2023",30,"L8_C_16","L8","Control","SWIR",0.38314238,0.022317095
"9/10/2023",30,"L8_C_20","L8","Control","SWIR",0.36666033,0.017382903
"9/10/2023",30,"L7_D_19","L7","Drought","SWIR",0.4142273,0.018730175
"9/10/2023",30,"L8_D_4","L8","Drought","SWIR",0.3928034,0.017928816
"9/10/2023",30,"L2_C_5","L2","Control","SWIR",0.37448913,0.024571022
"9/10/2023",30,"L2_C_6","L2","Control","SWIR",0.37373945,0.020775005
"9/10/2023",30,"L4_D_6","L4","Drought","SWIR",0.37696022,0.021279054
"9/10/2023",30,"L6_C_2","L6","Control","SWIR",0.38223585,0.023378171
"9/10/2023",30,"L2_D_2","L2","Drought","SWIR",0.37653834,0.022644423
"9/10/2023",30,"L1_C_15","L1","Control","SWIR",0.3569616,0.023295779
"9/10/2023",30,"L6_D_16","L6","Drought","SWIR",0.37263718,0.024937643
"9/10/2023",30,"L1_C_19","L1","Control","SWIR",0.3807809,0.020753399
"9/10/2023",30,"L6_C_1","L6","Control","SWIR",0.35441294,0.023174638
"9/10/2023",30,"L9_C_20","L9","Control","SWIR",0.40118098,0.019539602
"9/10/2023",30,"L1_C_1","L1","Control","SWIR",0.39878243,0.022366485
"9/10/2023",30,"L3_D_9","L3","Drought","SWIR",0.3672714,0.020589102
"9/10/2023",30,"L8_D_19","L8","Drought","SWIR",0.40185767,0.016975433
"9/10/2023",30,"L7_D_13","L7","Drought","SWIR",0.34927952,0.020383181
"9/10/2023",30,"L7_C_7","L7","Control","SWIR",0.36829627,0.023279415
"9/10/2023",30,"L6_D_10","L6","Drought","SWIR",0.39529893,0.01829149
"9/10/2023",30,"L1_D_4","L1","Drought","SWIR",0.3992285,0.021364672
"9/10/2023",30,"L9_D_16","L9","Drought","SWIR",0.3552338,0.023471111
"9/10/2023",30,"L6_D_11","L6","Drought","SWIR",0.36591503,0.024132622
"9/10/2023",30,"L7_C_15","L7","Control","SWIR",0.405984,0.022480903
"9/10/2023",30,"L1_C_10","L1","Control","SWIR",0.41253185,0.01912054
"9/10/2023",30,"L3_C_4","L3","Control","SWIR",0.4043059,0.015678516
"9/10/2023",30,"L8_C_15","L8","Control","SWIR",0.38581625,0.02376197
"9/10/2023",30,"L1_C_7","L1","Control","SWIR",0.39310506,0.01851582
"9/10/2023",30,"L6_D_18","L6","Drought","SWIR",0.3641849,0.019795028
"9/10/2023",30,"L7_C_3","L7","Control","SWIR",0.37966052,0.024041418
"9/10/2023",30,"L1_C_17","L1","Control","SWIR",0.3645213,0.019438997
"9/10/2023",30,"L7_C_9","L7","Control","SWIR",0.38376105,0.02181653
"9/10/2023",30,"L2_C_4","L2","Control","SWIR",0.37111342,0.024810338
"9/10/2023",30,"L7_C_16","L7","Control","SWIR",0.37819058,0.02454415
"9/10/2023",30,"L7_D_16","L7","Drought","SWIR",0.4045194,0.016680349
"9/10/2023",30,"L7_C_13","L7","Control","SWIR",0.39227173,0.021711135
"9/10/2023",30,"L8_C_8","L8","Control","SWIR",0.3577179,0.02130647
"9/10/2023",30,"L1_D_8","L1","Drought","SWIR",0.3812443,0.018022384
"9/10/2023",30,"L1_C_20","L1","Control","SWIR",0.35314083,0.023705728
"9/10/2023",30,"L4_C_3","L4","Control","SWIR",0.3597198,0.024155097
"9/10/2023",30,"L1_C_16","L1","Control","SWIR",0.3381597,0.022788519
"9/10/2023",30,"L8_D_7","L8","Drought","SWIR",0.34534296,0.022065919
"9/10/2023",30,"L2_D_3","L2","Drought","SWIR",0.38388792,0.019218523
"9/10/2023",30,"L5_D_8","L5","Drought","SWIR",0.37878084,0.025686277
"9/10/2023",30,"L8_C_1","L8","Control","SWIR",0.3601974,0.0213179
"9/10/2023",30,"L2_D_4","L2","Drought","SWIR",0.37693715,0.0207682
"9/10/2023",30,"L2_D_9","L2","Drought","SWIR",0.39672285,0.020867193
"9/10/2023",30,"L5_C_1","L5","Control","SWIR",0.35807514,0.026061494
"9/10/2023",30,"L9_D_10","L9","Drought","SWIR",0.38623536,0.019766916
"9/10/2023",30,"L6_D_14","L6","Drought","SWIR",0.36430025,0.022060392
"9/10/2023",30,"L9_C_7","L9","Control","SWIR",0.39746955,0.018012093
"9/10/2023",30,"L3_C_1","L3","Control","SWIR",0.36916593,0.019299118
"9/10/2023",30,"L5_C_9","L5","Control","SWIR",0.3893804,0.023724595
"9/10/2023",30,"L1_C_3","L1","Control","SWIR",0.34628478,0.020143237
"9/10/2023",30,"L1_D_5","L1","Drought","SWIR",0.34371868,0.020785313
"9/10/2023",30,"L7_D_18","L7","Drought","SWIR",0.3683991,0.022873448
"9/10/2023",30,"L7_D_9","L7","Drought","SWIR",0.36783895,0.022337593
"9/10/2023",30,"L5_C_8","L5","Control","SWIR",0.36300066,0.02298216
"9/10/2023",30,"L9_C_16","L9","Control","SWIR",0.35812423,0.021989083
"9/10/2023",30,"L8_D_15","L8","Drought","SWIR",0.35638976,0.023920137
"9/10/2023",30,"L9_D_3","L9","Drought","SWIR",0.39659992,0.019031145
"9/10/2023",30,"L9_D_9","L9","Drought","SWIR",0.40644673,0.021405578
"9/10/2023",30,"L9_C_14","L9","Control","SWIR",0.37967837,0.020497048
"9/10/2023",30,"L1_C_4","L1","Control","SWIR",0.37563622,0.0219023
"9/10/2023",30,"L7_C_20","L7","Control","SWIR",0.3604083,0.024990331
"9/10/2023",30,"L7_D_4","L7","Drought","SWIR",0.37845585,0.023352388
"9/10/2023",30,"L4_D_8","L4","Drought","SWIR",0.36410654,0.024690844
"9/10/2023",30,"L3_D_7","L3","Drought","SWIR",0.39569616,0.022003997
"9/10/2023",30,"L4_D_2","L4","Drought","SWIR",0.38078532,0.020932298
"9/10/2023",30,"L9_C_8","L9","Control","SWIR",0.40817827,0.018008221
"9/10/2023",30,"L3_C_5","L3","Control","SWIR",0.38152045,0.017399952
"9/10/2023",30,"L1_D_14","L1","Drought","SWIR",0.3834118,0.020789722
"9/10/2023",30,"L8_C_19","L8","Control","SWIR",0.3944399,0.020955691
"9/10/2023",30,"L8_D_12","L8","Drought","SWIR",0.39688423,0.017337285
"9/10/2023",30,"L7_D_8","L7","Drought","SWIR",0.3790161,0.020480596
"9/10/2023",30,"L3_D_1","L3","Drought","SWIR",0.3672267,0.021192737
"9/10/2023",30,"L6_C_3","L6","Control","SWIR",0.39100322,0.020899056
"9/10/2023",30,"L5_C_2","L5","Control","SWIR",0.37160575,0.019351164
"9/10/2023",30,"L7_C_2","L7","Control","SWIR",0.37723666,0.020305874
"9/10/2023",30,"L6_C_5","L6","Control","SWIR",0.38200673,0.019593319
"9/10/2023",30,"L7_D_1","L7","Drought","SWIR",0.39159486,0.01829137
"9/10/2023",30,"L4_D_1","L4","Drought","SWIR",0.3862835,0.021229073
"9/10/2023",30,"L9_C_19","L9","Control","SWIR",0.40532768,0.01644503
"9/10/2023",30,"L2_C_1","L2","Control","SWIR",0.41048685,0.016805368
"9/10/2023",30,"L8_D_8","L8","Drought","SWIR",0.38305742,0.01738567
"9/10/2023",30,"L1_D_18","L1","Drought","SWIR",0.39889216,0.02016733
"9/10/2023",30,"L4_C_9","L4","Control","SWIR",0.37202683,0.022880042
"9/10/2023",30,"L9_C_15","L9","Control","SWIR",0.4002308,0.017752165
"9/10/2023",30,"L1_D_2","L1","Drought","SWIR",0.3684674,0.020415327
"9/10/2023",30,"L1_D_13","L1","Drought","SWIR",0.41751224,0.019730948
"9/10/2023",30,"L4_D_3","L4","Drought","SWIR",0.37958878,0.02292187
"9/10/2023",30,"L3_C_9","L3","Control","SWIR",0.38728923,0.024357595
"9/10/2023",30,"L5_C_6","L5","Control","SWIR",0.35037008,0.023210227
"9/10/2023",30,"L6_D_8","L6","Drought","SWIR",0.37970984,0.022551645
"9/10/2023",30,"L8_D_10","L8","Drought","SWIR",0.376972,0.020792224
"9/10/2023",30,"L1_C_18","L1","Control","SWIR",0.42338702,0.018056028
"9/10/2023",30,"L9_C_18","L9","Control","SWIR",0.36951306,0.020489113
"9/10/2023",30,"L7_C_14","L7","Control","SWIR",0.3907807,0.02235918
"9/10/2023",30,"L7_D_15","L7","Drought","SWIR",0.39438674,0.01717922
"9/10/2023",30,"L1_C_2","L1","Control","SWIR",0.32634467,0.02288734
"9/10/2023",30,"L8_D_9","L8","Drought","SWIR",0.40653574,0.020464713
"9/10/2023",30,"L4_C_6","L4","Control","SWIR",0.36992866,0.02284521
"9/10/2023",30,"L2_C_3","L2","Control","SWIR",0.380685,0.021143556
"9/10/2023",30,"L9_C_11","L9","Control","SWIR",0.3937331,0.019028129
"9/10/2023",30,"L8_C_12","L8","Control","SWIR",0.37497085,0.021492856
"9/10/2023",30,"L6_C_4","L6","Control","SWIR",0.3851039,0.023127973
"9/10/2023",30,"L2_D_1","L2","Drought","SWIR",0.3465211,0.023913553
"9/10/2023",30,"L1_C_6","L1","Control","SWIR",0.3724453,0.021081999
"9/10/2023",30,"L1_D_7","L1","Drought","SWIR",0.38403594,0.014254966
"9/10/2023",30,"L9_D_6","L9","Drought","SWIR",0.3751238,0.02372705
"9/10/2023",30,"L9_C_17","L9","Control","SWIR",0.38394922,0.021579891
"9/10/2023",30,"L1_D_1","L1","Drought","SWIR",0.37336656,0.02005128
"9/10/2023",30,"L1_C_13","L1","Control","SWIR",0.33582544,0.022610493
"9/10/2023",30,"L3_D_2","L3","Drought","SWIR",0.39249653,0.01744144
"9/10/2023",30,"L5_D_6","L5","Drought","SWIR",0.36835617,0.023241112
"9/10/2023",30,"L9_D_1","L9","Drought","SWIR",0.37033406,0.018871035
"9/10/2023",30,"L8_C_3","L8","Control","SWIR",0.3729903,0.019718425
"9/10/2023",30,"L8_D_20","L8","Drought","SWIR",0.39705136,0.01875406
"9/10/2023",30,"L6_C_15","L6","Control","SWIR",0.42049035,0.01953163
"9/10/2023",30,"L7_C_17","L7","Control","SWIR",0.37465116,0.02516212
"9/10/2023",30,"L7_D_5","L7","Drought","SWIR",0.36994076,0.024151938
"9/10/2023",30,"L7_D_2","L7","Drought","SWIR",0.3763288,0.02300202
"9/10/2023",30,"L6_D_5","L6","Drought","SWIR",0.3601393,0.024208028
"9/10/2023",30,"L8_D_2","L8","Drought","SWIR",0.36752376,0.018327212
"9/10/2023",30,"L8_D_14","L8","Drought","SWIR",0.35379776,0.025901634
"9/10/2023",30,"L8_C_9","L8","Control","SWIR",0.37736788,0.017899297
"9/10/2023",30,"L4_C_4","L4","Control","SWIR",0.37325934,0.02214016
"9/10/2023",30,"L7_D_20","L7","Drought","SWIR",0.40850025,0.020143814
"9/10/2023",30,"L6_D_15","L6","Drought","SWIR",0.37939298,0.024630666
"9/10/2023",30,"L8_C_14","L8","Control","SWIR",0.36199695,0.018164862
"9/10/2023",30,"L7_C_18","L7","Control","SWIR",0.39410764,0.015540775
"9/10/2023",30,"L7_D_7","L7","Drought","SWIR",0.3710422,0.026521126
"9/10/2023",30,"L7_C_5","L7","Control","SWIR",0.35743105,0.02678263
"9/10/2023",30,"L6_C_8","L6","Control","SWIR",0.36793998,0.01958795
"9/10/2023",30,"L7_C_19","L7","Control","SWIR",0.4014716,0.016920954
"9/10/2023",30,"L4_D_7","L4","Drought","SWIR",0.3695678,0.017618973
"9/10/2023",30,"L6_C_9","L6","Control","SWIR",0.37969628,0.020455038
"9/10/2023",30,"L3_C_6","L3","Control","SWIR",0.38178885,0.019696252
"9/10/2023",30,"L7_C_6","L7","Control","SWIR",0.37172678,0.02133684
"9/10/2023",30,"L9_C_10","L9","Control","SWIR",0.40660802,0.023952445
"9/10/2023",30,"L6_C_10","L6","Control","SWIR",0.33900422,0.027682431
"9/10/2023",30,"L9_C_6","L9","Control","SWIR",0.3672728,0.026070673
"9/17/2023",37,"L7_C_4","L7","Control","SWIR",0.39534715,0.024641678
"9/17/2023",37,"L8_C_17","L8","Control","SWIR",0.36920154,0.023801733
"9/17/2023",37,"L6_C_14","L6","Control","SWIR",0.34280974,0.027883496
"9/17/2023",37,"L7_C_17","L7","Control","SWIR",0.33352438,0.027273787
"9/17/2023",37,"L7_C_11","L7","Control","SWIR",0.3972226,0.022135608
"9/17/2023",37,"L5_D_4","L5","Drought","SWIR",0.3902736,0.0217201
"9/17/2023",37,"L2_D_4","L2","Drought","SWIR",0.39116883,0.02043055
"9/17/2023",37,"L2_C_8","L2","Control","SWIR",0.37305447,0.02387657
"9/17/2023",37,"L4_C_3","L4","Control","SWIR",0.36719382,0.02279517
"9/17/2023",37,"L1_C_6","L1","Control","SWIR",0.35930923,0.019661153
"9/17/2023",37,"L8_D_10","L8","Drought","SWIR",0.39065066,0.02123672
"9/17/2023",37,"L3_D_5","L3","Drought","SWIR",0.38925633,0.020379461
"9/17/2023",37,"L1_D_6","L1","Drought","SWIR",0.39821202,0.017404582
"9/17/2023",37,"L9_C_6","L9","Control","SWIR",0.37492698,0.023875162
"9/17/2023",37,"L8_C_12","L8","Control","SWIR",0.36178657,0.022379298
"9/17/2023",37,"L6_D_16","L6","Drought","SWIR",0.36695603,0.022150686
"9/17/2023",37,"L8_D_14","L8","Drought","SWIR",0.37239176,0.023030479
"9/17/2023",37,"L6_C_17","L6","Control","SWIR",0.33554432,0.024463221
"9/17/2023",37,"L6_D_5","L6","Drought","SWIR",0.39279652,0.019848134
"9/17/2023",37,"L7_D_6","L7","Drought","SWIR",0.422546,0.02175105
"9/17/2023",37,"L8_C_9","L8","Control","SWIR",0.35627198,0.021284742
"9/17/2023",37,"L6_D_15","L6","Drought","SWIR",0.37833327,0.02359619
"9/17/2023",37,"L1_D_1","L1","Drought","SWIR",0.37730315,0.020437969
"9/17/2023",37,"L9_D_14","L9","Drought","SWIR",0.41417646,0.020833978
"9/17/2023",37,"L7_C_14","L7","Control","SWIR",0.3484501,0.02528109
"9/17/2023",37,"L9_D_17","L9","Drought","SWIR",0.41050848,0.018694
"9/17/2023",37,"L9_D_15","L9","Drought","SWIR",0.37990665,0.019485503
"9/17/2023",37,"L1_C_10","L1","Control","SWIR",0.39028457,0.018777441
"9/17/2023",37,"L1_D_14","L1","Drought","SWIR",0.38500968,0.017255723
"9/17/2023",37,"L2_C_9","L2","Control","SWIR",0.36666286,0.021107305
"9/17/2023",37,"L5_C_1","L5","Control","SWIR",0.3603566,0.023407843
"9/17/2023",37,"L6_C_6","L6","Control","SWIR",0.3485618,0.02298081
"9/17/2023",37,"L3_C_6","L3","Control","SWIR",0.35588947,0.023774706
"9/17/2023",37,"L7_D_16","L7","Drought","SWIR",0.4176617,0.022205312
"9/17/2023",37,"L8_D_19","L8","Drought","SWIR",0.37090555,0.018194977
"9/17/2023",37,"L8_D_1","L8","Drought","SWIR",0.41167963,0.02018057
"9/17/2023",37,"L2_D_1","L2","Drought","SWIR",0.3721039,0.024894614
"9/17/2023",37,"L1_C_9","L1","Control","SWIR",0.3232121,0.024760135
"9/17/2023",37,"L4_C_1","L4","Control","SWIR",0.36313507,0.024128389
"9/17/2023",37,"L9_D_12","L9","Drought","SWIR",0.38657364,0.019394003
"9/17/2023",37,"L1_C_14","L1","Control","SWIR",0.33533353,0.021895776
"9/17/2023",37,"L1_D_10","L1","Drought","SWIR",0.36738145,0.021576004
"9/17/2023",37,"L6_D_7","L6","Drought","SWIR",0.37813705,0.023788018
"9/17/2023",37,"L5_D_6","L5","Drought","SWIR",0.37589642,0.021303935
"9/17/2023",37,"L6_D_8","L6","Drought","SWIR",0.3588179,0.02428982
"9/17/2023",37,"L3_C_1","L3","Control","SWIR",0.34200588,0.021391395
"9/17/2023",37,"L6_D_2","L6","Drought","SWIR",0.396271,0.024285197
"9/17/2023",37,"L6_C_4","L6","Control","SWIR",0.34915057,0.025144907
"9/17/2023",37,"L1_D_19","L1","Drought","SWIR",0.40776643,0.019407047
"9/17/2023",37,"L8_C_3","L8","Control","SWIR",0.33988222,0.02558906
"9/17/2023",37,"L9_C_17","L9","Control","SWIR",0.35296434,0.02349676
"9/17/2023",37,"L1_C_5","L1","Control","SWIR",0.3673298,0.02169504
"9/17/2023",37,"L3_C_8","L3","Control","SWIR",0.34414575,0.022960076
"9/17/2023",37,"L9_D_2","L9","Drought","SWIR",0.36370242,0.02308791
"9/17/2023",37,"L6_D_14","L6","Drought","SWIR",0.36063233,0.02675102
"9/17/2023",37,"L2_D_8","L2","Drought","SWIR",0.34948698,0.025706528
"9/17/2023",37,"L2_D_9","L2","Drought","SWIR",0.38103792,0.022685036
"9/17/2023",37,"L8_C_18","L8","Control","SWIR",0.3404653,0.025483513
"9/17/2023",37,"L9_D_5","L9","Drought","SWIR",0.4096534,0.022488724
"9/17/2023",37,"L9_C_13","L9","Control","SWIR",0.38810712,0.019219493
"9/17/2023",37,"L7_D_10","L7","Drought","SWIR",0.38216746,0.031230737
"9/17/2023",37,"L7_D_2","L7","Drought","SWIR",0.38278252,0.024673488
"9/17/2023",37,"L8_D_17","L8","Drought","SWIR",0.39736846,0.021969376
"9/17/2023",37,"L9_D_7","L9","Drought","SWIR",0.40361232,0.020355478
"9/17/2023",37,"L8_C_4","L8","Control","SWIR",0.32978544,0.022409556
"9/17/2023",37,"L6_D_12","L6","Drought","SWIR",0.3607503,0.02235133
"9/17/2023",37,"L6_C_11","L6","Control","SWIR",0.34069434,0.026756221
"9/17/2023",37,"L9_D_3","L9","Drought","SWIR",0.41479123,0.019721357
