"Date","DAT","Plant.ID","Plant.Name","Treatment","PID","RGB1_Plant_RGB.138.139.97","RGB1_Plant_RGB.68.85.63"
"9/8/2023",28,"L9_D_11","L9","Drought","RGB1",0.278757781,99.72124222
"9/8/2023",28,"L9_D_12","L9","Drought","RGB1",0.869061556,99.13093844
"9/8/2023",28,"L9_D_13","L9","Drought","RGB1",0.574985029,99.42501497
"9/8/2023",28,"L9_D_14","L9","Drought","RGB1",1.168871436,98.83112856
"9/8/2023",28,"L9_D_15","L9","Drought","RGB1",1.127488594,98.87251141
"9/8/2023",28,"L9_D_16","L9","Drought","RGB1",0.934300669,99.06569933
"9/8/2023",28,"L9_D_17","L9","Drought","RGB1",1.597298377,98.40270162
"9/8/2023",28,"L9_D_18","L9","Drought","RGB1",0.428048608,99.57195139
"9/8/2023",28,"L9_D_19","L9","Drought","RGB1",1.546926093,98.45307391
"9/8/2023",28,"L9_D_2","L9","Drought","RGB1",0.771822821,99.22817718
"9/8/2023",28,"L9_D_20","L9","Drought","RGB1",1.407616288,98.59238371
"9/8/2023",28,"L9_D_3","L9","Drought","RGB1",1.79819862,98.20180138
"9/8/2023",28,"L9_D_4","L9","Drought","RGB1",2.591233668,97.40876633
"9/8/2023",28,"L9_D_5","L9","Drought","RGB1",0.765127966,99.23487203
"9/8/2023",28,"L9_D_6","L9","Drought","RGB1",0.315752247,99.68424775
"9/8/2023",28,"L9_D_7","L9","Drought","RGB1",1.088703041,98.91129696
"9/8/2023",28,"L9_D_8","L9","Drought","RGB1",2.744783115,97.25521689
"9/8/2023",28,"L9_D_9","L9","Drought","RGB1",2.314462375,97.68553763
"9/11/2023",31,"L1_C_1","L1","Control","RGB1",1.517340232,98.48265977
"9/11/2023",31,"L1_C_10","L1","Control","RGB1",0.59112997,99.40887003
"9/11/2023",31,"L1_C_11","L1","Control","RGB1",2.97293491,97.02706509
"9/11/2023",31,"L1_C_12","L1","Control","RGB1",3.037073683,96.96292632
"9/11/2023",31,"L1_C_13","L1","Control","RGB1",1.730869242,98.26913076
"9/11/2023",31,"L1_C_14","L1","Control","RGB1",3.072390214,96.92760979
"9/11/2023",31,"L1_C_15","L1","Control","RGB1",2.185928088,97.81407191
"9/11/2023",31,"L1_C_16","L1","Control","RGB1",2.646404602,97.3535954
"9/11/2023",31,"L1_C_17","L1","Control","RGB1",2.299440117,97.70055988
"9/11/2023",31,"L1_C_18","L1","Control","RGB1",0.803157316,99.19684268
"9/11/2023",31,"L1_C_19","L1","Control","RGB1",1.026879789,98.97312021
"9/11/2023",31,"L1_C_2","L1","Control","RGB1",2.135086824,97.86491318
"9/11/2023",31,"L1_C_20","L1","Control","RGB1",4.003749593,95.99625041
"9/11/2023",31,"L1_C_3","L1","Control","RGB1",3.265678772,96.73432123
"9/11/2023",31,"L1_C_4","L1","Control","RGB1",2.589095616,97.41090438
"9/11/2023",31,"L1_C_5","L1","Control","RGB1",1.152336418,98.84766358
"9/11/2023",31,"L1_C_6","L1","Control","RGB1",2.057984679,97.94201532
"9/11/2023",31,"L1_C_7","L1","Control","RGB1",0.96481727,99.03518273
"9/11/2023",31,"L1_C_8","L1","Control","RGB1",2.328225717,97.67177428
"9/11/2023",31,"L1_C_9","L1","Control","RGB1",2.281734332,97.71826567
"9/11/2023",31,"L1_D_1","L1","Drought","RGB1",3.370668207,96.62933179
"9/11/2023",31,"L1_D_10","L1","Drought","RGB1",1.537144938,98.46285506
"9/11/2023",31,"L1_D_11","L1","Drought","RGB1",2.967591246,97.03240875
"9/11/2023",31,"L1_D_12","L1","Drought","RGB1",0.995464795,99.00453521
"9/11/2023",31,"L1_D_13","L1","Drought","RGB1",1.209386071,98.79061393
"9/11/2023",31,"L1_D_14","L1","Drought","RGB1",0.966653744,99.03334626
"9/11/2023",31,"L1_D_15","L1","Drought","RGB1",1.312576854,98.68742315
"9/11/2023",31,"L1_D_16","L1","Drought","RGB1",0.60709002,99.39290998
"9/11/2023",31,"L1_D_17","L1","Drought","RGB1",2.588811307,97.41118869
"9/11/2023",31,"L1_D_18","L1","Drought","RGB1",0.85075686,99.14924314
"9/11/2023",31,"L1_D_19","L1","Drought","RGB1",1.253268833,98.74673117
"9/11/2023",31,"L1_D_2","L1","Drought","RGB1",1.942660535,98.05733947
"9/11/2023",31,"L1_D_20","L1","Drought","RGB1",2.251207278,97.74879272
"9/11/2023",31,"L1_D_3","L1","Drought","RGB1",1.564939464,98.43506054
"9/11/2023",31,"L1_D_4","L1","Drought","RGB1",1.416603654,98.58339635
"9/11/2023",31,"L1_D_5","L1","Drought","RGB1",1.185702091,98.81429791
"9/11/2023",31,"L1_D_6","L1","Drought","RGB1",4.753940882,95.24605912
"9/11/2023",31,"L1_D_7","L1","Drought","RGB1",1.51883117,98.48116883
"9/11/2023",31,"L1_D_8","L1","Drought","RGB1",3.077405316,96.92259468
"9/11/2023",31,"L1_D_9","L1","Drought","RGB1",2.7018033,97.2981967
"9/11/2023",31,"L3_C_1","L3","Control","RGB1",2.298816195,97.70118381
"9/11/2023",31,"L3_C_2","L3","Control","RGB1",2.867136983,97.13286302
"9/11/2023",31,"L3_C_3","L3","Control","RGB1",1.616506103,98.3834939
"9/11/2023",31,"L3_C_4","L3","Control","RGB1",1.180226466,98.81977353
"9/11/2023",31,"L3_C_5","L3","Control","RGB1",2.571245697,97.4287543
"9/11/2023",31,"L3_C_6","L3","Control","RGB1",1.670458696,98.3295413
"9/11/2023",31,"L3_C_7","L3","Control","RGB1",1.368998599,98.6310014
"9/11/2023",31,"L3_C_8","L3","Control","RGB1",0.919716001,99.080284
"9/11/2023",31,"L3_C_9","L3","Control","RGB1",1.414037433,98.58596257
"9/11/2023",31,"L3_D_1","L3","Drought","RGB1",1.516864277,98.48313572
"9/11/2023",31,"L3_D_2","L3","Drought","RGB1",1.467558878,98.53244112
"9/11/2023",31,"L3_D_3","L3","Drought","RGB1",1.992335663,98.00766434
"9/11/2023",31,"L3_D_4","L3","Drought","RGB1",3.109403141,96.89059686
"9/11/2023",31,"L3_D_5","L3","Drought","RGB1",1.7308564,98.2691436
"9/11/2023",31,"L3_D_6","L3","Drought","RGB1",0.912552801,99.0874472
"9/11/2023",31,"L3_D_7","L3","Drought","RGB1",2.267271684,97.73272832
"9/11/2023",31,"L3_D_8","L3","Drought","RGB1",2.261511018,97.73848898
"9/11/2023",31,"L3_D_9","L3","Drought","RGB1",1.458140362,98.54185964
"9/11/2023",31,"L2_C_1","L2","Control","RGB1",0.828159476,99.17184052
